Year,SUMLEV,REGION,DIVISION,STATE,NAME,SEX,AGE,POPEST2010_CIV,POPEST2011_CIV,POPEST2012_CIV,POPEST2013_CIV,POPEST2014_CIV
2011,40,3,7,5,Arkansas,2,20,21576,,,,
2011,40,3,7,5,Arkansas,2,21,21527,,,,
2011,40,3,7,5,Arkansas,2,22,20782,,,,
2011,40,3,7,5,Arkansas,2,23,19636,,,,
2011,40,3,7,5,Arkansas,2,24,18862,,,,
2011,40,3,7,5,Arkansas,2,25,18900,,,,
2011,40,3,7,5,Arkansas,2,26,19117,,,,
2011,40,3,7,5,Arkansas,2,27,18910,,,,
2011,40,3,7,5,Arkansas,2,28,19178,,,,
2011,40,3,7,5,Arkansas,2,29,19215,,,,
2011,40,3,7,5,Arkansas,2,30,19374,,,,
2011,40,3,7,5,Arkansas,2,31,19641,,,,
2011,40,3,7,5,Arkansas,2,32,18461,,,,
2011,40,3,7,5,Arkansas,2,33,18327,,,,
2011,40,3,7,5,Arkansas,2,34,18120,,,,
2011,40,3,7,5,Arkansas,2,35,17460,,,,
2011,40,3,7,5,Arkansas,2,36,18168,,,,
2011,40,3,7,5,Arkansas,2,37,17584,,,,
2011,40,3,7,5,Arkansas,2,38,18084,,,,
2011,40,3,7,5,Arkansas,2,39,18727,,,,
2011,40,3,7,5,Arkansas,2,40,19544,,,,
2011,40,3,7,5,Arkansas,2,41,19404,,,,
2011,40,3,7,5,Arkansas,2,42,18281,,,,
2011,40,3,7,5,Arkansas,2,43,17772,,,,
2011,40,3,7,5,Arkansas,2,44,17901,,,,
2011,40,3,7,5,Arkansas,2,45,18313,,,,
2011,40,3,7,5,Arkansas,2,46,20096,,,,
2011,40,3,7,5,Arkansas,2,47,20980,,,,
2011,40,3,7,5,Arkansas,2,48,20997,,,,
2011,40,3,7,5,Arkansas,2,49,20578,,,,
2011,40,3,7,5,Arkansas,2,50,21018,,,,
2011,40,3,7,5,Arkansas,2,51,21000,,,,
2011,40,3,7,5,Arkansas,2,52,20506,,,,
2011,40,3,7,5,Arkansas,2,53,20375,,,,
2011,40,3,7,5,Arkansas,2,54,20631,,,,
2011,40,3,7,5,Arkansas,2,55,20147,,,,
2011,40,3,7,5,Arkansas,2,56,20050,,,,
2011,40,3,7,5,Arkansas,2,57,19746,,,,
2011,40,3,7,5,Arkansas,2,58,18961,,,,
2011,40,3,7,5,Arkansas,2,59,18315,,,,
2011,40,3,7,5,Arkansas,2,60,18239,,,,
2011,40,3,7,5,Arkansas,2,61,17899,,,,
2011,40,3,7,5,Arkansas,2,62,18050,,,,
2011,40,3,7,5,Arkansas,2,63,17802,,,,
2011,40,3,7,5,Arkansas,2,64,19004,,,,
2011,40,3,7,5,Arkansas,2,65,14097,,,,
2011,40,3,7,5,Arkansas,2,66,14588,,,,
2011,40,3,7,5,Arkansas,2,67,14496,,,,
2011,40,3,7,5,Arkansas,2,68,14743,,,,
2011,40,3,7,5,Arkansas,2,69,13178,,,,
2011,40,3,7,5,Arkansas,2,70,12543,,,,
2011,40,3,7,5,Arkansas,2,71,11878,,,,
2011,40,3,7,5,Arkansas,2,72,11166,,,,
2011,40,3,7,5,Arkansas,2,73,10654,,,,
2011,40,3,7,5,Arkansas,2,74,9679,,,,
2011,40,3,7,5,Arkansas,2,75,9603,,,,
2011,40,3,7,5,Arkansas,2,76,9501,,,,
2011,40,3,7,5,Arkansas,2,77,8686,,,,
2011,40,3,7,5,Arkansas,2,78,8303,,,,
2011,40,3,7,5,Arkansas,2,79,7968,,,,
2011,40,3,7,5,Arkansas,2,80,7632,,,,
2011,40,3,7,5,Arkansas,2,81,7282,,,,
2011,40,3,7,5,Arkansas,2,82,6680,,,,
2011,40,3,7,5,Arkansas,2,83,6327,,,,
2011,40,3,7,5,Arkansas,2,84,6021,,,,
2011,40,3,7,5,Arkansas,2,85,35338,,,,
2011,40,3,7,5,Arkansas,2,999,1494433,,,,
2011,40,4,9,6,California,0,0,507363,,,,
2011,40,4,9,6,California,0,1,499894,,,,
2011,40,4,9,6,California,0,2,496372,,,,
2011,40,4,9,6,California,0,3,515636,,,,
2011,40,4,9,6,California,0,4,517530,,,,
2011,40,4,9,6,California,0,5,510491,,,,
2011,40,4,9,6,California,0,6,507394,,,,
2011,40,4,9,6,California,0,7,503807,,,,
2011,40,4,9,6,California,0,8,499194,,,,
2011,40,4,9,6,California,0,9,493468,,,,
2011,40,4,9,6,California,0,10,506308,,,,
2011,40,4,9,6,California,0,11,513925,,,,
2011,40,4,9,6,California,0,12,508108,,,,
2011,40,4,9,6,California,0,13,512862,,,,
2011,40,4,9,6,California,0,14,522280,,,,
2011,40,4,9,6,California,0,15,532484,,,,
2011,40,4,9,6,California,0,16,546506,,,,
2011,40,4,9,6,California,0,17,558026,,,,
2011,40,4,9,6,California,0,18,555308,,,,
2011,40,4,9,6,California,0,19,545408,,,,
2011,40,4,9,6,California,0,20,574055,,,,
2011,40,4,9,6,California,0,21,578333,,,,
2011,40,4,9,6,California,0,22,561015,,,,
2011,40,4,9,6,California,0,23,555184,,,,
2011,40,4,9,6,California,0,24,543728,,,,
2011,40,4,9,6,California,0,25,545757,,,,
2011,40,4,9,6,California,0,26,554442,,,,
2011,40,4,9,6,California,0,27,539347,,,,
2011,40,4,9,6,California,0,28,547927,,,,
2011,40,4,9,6,California,0,29,550325,,,,
2011,40,4,9,6,California,0,30,541720,,,,
2011,40,4,9,6,California,0,31,554104,,,,
2011,40,4,9,6,California,0,32,513379,,,,
2011,40,4,9,6,California,0,33,505296,,,,
2011,40,4,9,6,California,0,34,503754,,,,
2011,40,4,9,6,California,0,35,494593,,,,
2011,40,4,9,6,California,0,36,512420,,,,
2011,40,4,9,6,California,0,37,494465,,,,
2011,40,4,9,6,California,0,38,497635,,,,
2011,40,4,9,6,California,0,39,509840,,,,
2011,40,4,9,6,California,0,40,535709,,,,
2011,40,4,9,6,California,0,41,556663,,,,
2011,40,4,9,6,California,0,42,525308,,,,
2011,40,4,9,6,California,0,43,511900,,,,
2011,40,4,9,6,California,0,44,502336,,,,
2011,40,4,9,6,California,0,45,507422,,,,
2011,40,4,9,6,California,0,46,535264,,,,
2011,40,4,9,6,California,0,47,538946,,,,
2011,40,4,9,6,California,0,48,535853,,,,
2011,40,4,9,6,California,0,49,530159,,,,
2011,40,4,9,6,California,0,50,533618,,,,
2011,40,4,9,6,California,0,51,544779,,,,
2011,40,4,9,6,California,0,52,515609,,,,
2011,40,4,9,6,California,0,53,509836,,,,
2011,40,4,9,6,California,0,54,502320,,,,
2011,40,4,9,6,California,0,55,486767,,,,
2011,40,4,9,6,California,0,56,483916,,,,
2011,40,4,9,6,California,0,57,458932,,,,
2011,40,4,9,6,California,0,58,439076,,,,
2011,40,4,9,6,California,0,59,416983,,,,
2011,40,4,9,6,California,0,60,404834,,,,
2011,40,4,9,6,California,0,61,401055,,,,
2011,40,4,9,6,California,0,62,381848,,,,
2011,40,4,9,6,California,0,63,372896,,,,
2011,40,4,9,6,California,0,64,381662,,,,
2011,40,4,9,6,California,0,65,295413,,,,
2011,40,4,9,6,California,0,66,290443,,,,
2011,40,4,9,6,California,0,67,274506,,,,
2011,40,4,9,6,California,0,68,273048,,,,
2011,40,4,9,6,California,0,69,241012,,,,
2011,40,4,9,6,California,0,70,222823,,,,
2011,40,4,9,6,California,0,71,214828,,,,
2011,40,4,9,6,California,0,72,201505,,,,
2011,40,4,9,6,California,0,73,193260,,,,
2011,40,4,9,6,California,0,74,179991,,,,
2011,40,4,9,6,California,0,75,172141,,,,
2011,40,4,9,6,California,0,76,166644,,,,
2011,40,4,9,6,California,0,77,151671,,,,
2011,40,4,9,6,California,0,78,147409,,,,
2011,40,4,9,6,California,0,79,141282,,,,
2011,40,4,9,6,California,0,80,137044,,,,
2011,40,4,9,6,California,0,81,133904,,,,
2011,40,4,9,6,California,0,82,120175,,,,
2011,40,4,9,6,California,0,83,113532,,,,
2011,40,4,9,6,California,0,84,106101,,,,
2011,40,4,9,6,California,0,85,628798,,,,
2011,40,4,9,6,California,0,999,37548904,,,,
2011,40,4,9,6,California,1,0,259802,,,,
2011,40,4,9,6,California,1,1,255095,,,,
2011,40,4,9,6,California,1,2,253259,,,,
2011,40,4,9,6,California,1,3,263874,,,,
2011,40,4,9,6,California,1,4,264811,,,,
2011,40,4,9,6,California,1,5,260959,,,,
2011,40,4,9,6,California,1,6,259347,,,,
2011,40,4,9,6,California,1,7,257169,,,,
2011,40,4,9,6,California,1,8,254273,,,,
2011,40,4,9,6,California,1,9,251925,,,,
2011,40,4,9,6,California,1,10,258601,,,,
2011,40,4,9,6,California,1,11,263461,,,,
2011,40,4,9,6,California,1,12,259695,,,,
2011,40,4,9,6,California,1,13,261688,,,,
2011,40,4,9,6,California,1,14,266752,,,,
2011,40,4,9,6,California,1,15,272946,,,,
2011,40,4,9,6,California,1,16,280119,,,,
2011,40,4,9,6,California,1,17,286872,,,,
2011,40,4,9,6,California,1,18,285770,,,,
2011,40,4,9,6,California,1,19,280479,,,,
2011,40,4,9,6,California,1,20,294147,,,,
2011,40,4,9,6,California,1,21,295945,,,,
2011,40,4,9,6,California,1,22,286174,,,,
2011,40,4,9,6,California,1,23,283886,,,,
2011,40,4,9,6,California,1,24,279282,,,,
2011,40,4,9,6,California,1,25,280741,,,,
2011,40,4,9,6,California,1,26,283376,,,,
2011,40,4,9,6,California,1,27,274744,,,,
2011,40,4,9,6,California,1,28,278831,,,,
2011,40,4,9,6,California,1,29,278834,,,,
2011,40,4,9,6,California,1,30,273643,,,,
2011,40,4,9,6,California,1,31,281660,,,,
2011,40,4,9,6,California,1,32,258813,,,,
2011,40,4,9,6,California,1,33,254118,,,,
2011,40,4,9,6,California,1,34,252152,,,,
2011,40,4,9,6,California,1,35,247389,,,,
2011,40,4,9,6,California,1,36,256539,,,,
2011,40,4,9,6,California,1,37,247026,,,,
2011,40,4,9,6,California,1,38,247462,,,,
2011,40,4,9,6,California,1,39,253902,,,,
2011,40,4,9,6,California,1,40,267039,,,,
2011,40,4,9,6,California,1,41,279265,,,,
2011,40,4,9,6,California,1,42,262721,,,,
2011,40,4,9,6,California,1,43,256995,,,,
2011,40,4,9,6,California,1,44,251505,,,,
2011,40,4,9,6,California,1,45,254828,,,,
2011,40,4,9,6,California,1,46,268454,,,,
2011,40,4,9,6,California,1,47,268632,,,,
2011,40,4,9,6,California,1,48,266558,,,,
2011,40,4,9,6,California,1,49,263118,,,,
2011,40,4,9,6,California,1,50,264723,,,,
2011,40,4,9,6,California,1,51,270693,,,,
2011,40,4,9,6,California,1,52,255405,,,,
2011,40,4,9,6,California,1,53,251543,,,,
2011,40,4,9,6,California,1,54,246650,,,,
2011,40,4,9,6,California,1,55,238074,,,,
2011,40,4,9,6,California,1,56,236079,,,,
2011,40,4,9,6,California,1,57,222794,,,,
2011,40,4,9,6,California,1,58,212214,,,,
2011,40,4,9,6,California,1,59,201146,,,,
2011,40,4,9,6,California,1,60,194705,,,,
2011,40,4,9,6,California,1,61,192607,,,,
2011,40,4,9,6,California,1,62,182451,,,,
2011,40,4,9,6,California,1,63,178124,,,,
2011,40,4,9,6,California,1,64,182477,,,,
2011,40,4,9,6,California,1,65,140460,,,,
2011,40,4,9,6,California,1,66,136829,,,,
2011,40,4,9,6,California,1,67,128692,,,,
2011,40,4,9,6,California,1,68,127307,,,,
2011,40,4,9,6,California,1,69,111758,,,,
2011,40,4,9,6,California,1,70,102510,,,,
2011,40,4,9,6,California,1,71,98657,,,,
2011,40,4,9,6,California,1,72,92353,,,,
2011,40,4,9,6,California,1,73,87820,,,,
2011,40,4,9,6,California,1,74,81036,,,,
2011,40,4,9,6,California,1,75,77003,,,,
2011,40,4,9,6,California,1,76,73767,,,,
2011,40,4,9,6,California,1,77,66754,,,,
2011,40,4,9,6,California,1,78,64251,,,,
2011,40,4,9,6,California,1,79,61444,,,,
2011,40,4,9,6,California,1,80,58753,,,,
2011,40,4,9,6,California,1,81,56574,,,,
2011,40,4,9,6,California,1,82,49787,,,,
2011,40,4,9,6,California,1,83,45770,,,,
2011,40,4,9,6,California,1,84,41575,,,,
2011,40,4,9,6,California,1,85,221543,,,,
2011,40,4,9,6,California,1,999,18599004,,,,
2011,40,4,9,6,California,2,0,247561,,,,
2011,40,4,9,6,California,2,1,244799,,,,
2011,40,4,9,6,California,2,2,243113,,,,
2011,40,4,9,6,California,2,3,251762,,,,
2011,40,4,9,6,California,2,4,252719,,,,
2011,40,4,9,6,California,2,5,249532,,,,
2011,40,4,9,6,California,2,6,248047,,,,
2011,40,4,9,6,California,2,7,246638,,,,
2011,40,4,9,6,California,2,8,244921,,,,
2011,40,4,9,6,California,2,9,241543,,,,
2011,40,4,9,6,California,2,10,247707,,,,
2011,40,4,9,6,California,2,11,250464,,,,
2011,40,4,9,6,California,2,12,248413,,,,
2011,40,4,9,6,California,2,13,251174,,,,
2011,40,4,9,6,California,2,14,255528,,,,
2011,40,4,9,6,California,2,15,259538,,,,
2011,40,4,9,6,California,2,16,266387,,,,
2011,40,4,9,6,California,2,17,271154,,,,
2011,40,4,9,6,California,2,18,269538,,,,
2011,40,4,9,6,California,2,19,264929,,,,
2011,40,4,9,6,California,2,20,279908,,,,
2011,40,4,9,6,California,2,21,282388,,,,
2011,40,4,9,6,California,2,22,274841,,,,
2011,40,4,9,6,California,2,23,271298,,,,
2011,40,4,9,6,California,2,24,264446,,,,
2011,40,4,9,6,California,2,25,265016,,,,
2011,40,4,9,6,California,2,26,271066,,,,
2011,40,4,9,6,California,2,27,264603,,,,
2011,40,4,9,6,California,2,28,269096,,,,
2011,40,4,9,6,California,2,29,271491,,,,
2011,40,4,9,6,California,2,30,268077,,,,
2011,40,4,9,6,California,2,31,272444,,,,
2011,40,4,9,6,California,2,32,254566,,,,
2011,40,4,9,6,California,2,33,251178,,,,
2011,40,4,9,6,California,2,34,251602,,,,
2011,40,4,9,6,California,2,35,247204,,,,
2011,40,4,9,6,California,2,36,255881,,,,
2011,40,4,9,6,California,2,37,247439,,,,
2011,40,4,9,6,California,2,38,250173,,,,
2011,40,4,9,6,California,2,39,255938,,,,
2011,40,4,9,6,California,2,40,268670,,,,
2011,40,4,9,6,California,2,41,277398,,,,
2011,40,4,9,6,California,2,42,262587,,,,
2011,40,4,9,6,California,2,43,254905,,,,
2011,40,4,9,6,California,2,44,250831,,,,
2011,40,4,9,6,California,2,45,252594,,,,
2011,40,4,9,6,California,2,46,266810,,,,
2011,40,4,9,6,California,2,47,270314,,,,
2011,40,4,9,6,California,2,48,269295,,,,
2011,40,4,9,6,California,2,49,267041,,,,
2011,40,4,9,6,California,2,50,268895,,,,
2011,40,4,9,6,California,2,51,274086,,,,
2011,40,4,9,6,California,2,52,260204,,,,
2011,40,4,9,6,California,2,53,258293,,,,
2011,40,4,9,6,California,2,54,255670,,,,
2011,40,4,9,6,California,2,55,248693,,,,
2011,40,4,9,6,California,2,56,247837,,,,
2011,40,4,9,6,California,2,57,236138,,,,
2011,40,4,9,6,California,2,58,226862,,,,
2011,40,4,9,6,California,2,59,215837,,,,
2011,40,4,9,6,California,2,60,210129,,,,
2011,40,4,9,6,California,2,61,208448,,,,
2011,40,4,9,6,California,2,62,199397,,,,
2011,40,4,9,6,California,2,63,194772,,,,
2011,40,4,9,6,California,2,64,199185,,,,
2011,40,4,9,6,California,2,65,154953,,,,
2011,40,4,9,6,California,2,66,153614,,,,
2011,40,4,9,6,California,2,67,145814,,,,
2011,40,4,9,6,California,2,68,145741,,,,
2011,40,4,9,6,California,2,69,129254,,,,
2011,40,4,9,6,California,2,70,120313,,,,
2011,40,4,9,6,California,2,71,116171,,,,
2011,40,4,9,6,California,2,72,109152,,,,
2011,40,4,9,6,California,2,73,105440,,,,
2011,40,4,9,6,California,2,74,98955,,,,
2011,40,4,9,6,California,2,75,95138,,,,
2011,40,4,9,6,California,2,76,92877,,,,
2011,40,4,9,6,California,2,77,84917,,,,
2011,40,4,9,6,California,2,78,83158,,,,
2011,40,4,9,6,California,2,79,79838,,,,
2011,40,4,9,6,California,2,80,78291,,,,
2011,40,4,9,6,California,2,81,77330,,,,
2011,40,4,9,6,California,2,82,70388,,,,
2011,40,4,9,6,California,2,83,67762,,,,
2011,40,4,9,6,California,2,84,64526,,,,
2011,40,4,9,6,California,2,85,407255,,,,
2011,40,4,9,6,California,2,999,18949900,,,,
2011,40,4,8,8,Colorado,0,0,66131,,,,
2011,40,4,8,8,Colorado,0,1,66902,,,,
2011,40,4,8,8,Colorado,0,2,67739,,,,
2011,40,4,8,8,Colorado,0,3,69725,,,,
2011,40,4,8,8,Colorado,0,4,70679,,,,
2011,40,4,8,8,Colorado,0,5,70519,,,,
2011,40,4,8,8,Colorado,0,6,70457,,,,
2011,40,4,8,8,Colorado,0,7,70951,,,,
2011,40,4,8,8,Colorado,0,8,70296,,,,
2011,40,4,8,8,Colorado,0,9,69075,,,,
2011,40,4,8,8,Colorado,0,10,69757,,,,
2011,40,4,8,8,Colorado,0,11,69688,,,,
2011,40,4,8,8,Colorado,0,12,67440,,,,
2011,40,4,8,8,Colorado,0,13,66348,,,,
2011,40,4,8,8,Colorado,0,14,65776,,,,
2011,40,4,8,8,Colorado,0,15,65553,,,,
2011,40,4,8,8,Colorado,0,16,66284,,,,
2011,40,4,8,8,Colorado,0,17,67209,,,,
2011,40,4,8,8,Colorado,0,18,70011,,,,
2011,40,4,8,8,Colorado,0,19,71353,,,,
2011,40,4,8,8,Colorado,0,20,69046,,,,
2011,40,4,8,8,Colorado,0,21,69707,,,,
2011,40,4,8,8,Colorado,0,22,69129,,,,
2011,40,4,8,8,Colorado,0,23,70059,,,,
2011,40,4,8,8,Colorado,0,24,71038,,,,
2011,40,4,8,8,Colorado,0,25,73500,,,,
2011,40,4,8,8,Colorado,0,26,74038,,,,
2011,40,4,8,8,Colorado,0,27,72916,,,,
2011,40,4,8,8,Colorado,0,28,75247,,,,
2011,40,4,8,8,Colorado,0,29,75323,,,,
2011,40,4,8,8,Colorado,0,30,74702,,,,
2011,40,4,8,8,Colorado,0,31,76099,,,,
2011,40,4,8,8,Colorado,0,32,71443,,,,
2011,40,4,8,8,Colorado,0,33,70522,,,,
2011,40,4,8,8,Colorado,0,34,68975,,,,
2011,40,4,8,8,Colorado,0,35,67341,,,,
2011,40,4,8,8,Colorado,0,36,69768,,,,
2011,40,4,8,8,Colorado,0,37,67117,,,,
2011,40,4,8,8,Colorado,0,38,67092,,,,
2011,40,4,8,8,Colorado,0,39,70526,,,,
2011,40,4,8,8,Colorado,0,40,74366,,,,
2011,40,4,8,8,Colorado,0,41,74885,,,,
2011,40,4,8,8,Colorado,0,42,70791,,,,
2011,40,4,8,8,Colorado,0,43,67430,,,,
2011,40,4,8,8,Colorado,0,44,65663,,,,
2011,40,4,8,8,Colorado,0,45,66182,,,,
2011,40,4,8,8,Colorado,0,46,70633,,,,
2011,40,4,8,8,Colorado,0,47,72613,,,,
2011,40,4,8,8,Colorado,0,48,73543,,,,
2011,40,4,8,8,Colorado,0,49,74445,,,,
2011,40,4,8,8,Colorado,0,50,75870,,,,
2011,40,4,8,8,Colorado,0,51,76902,,,,
2011,40,4,8,8,Colorado,0,52,74399,,,,
2011,40,4,8,8,Colorado,0,53,73640,,,,
2011,40,4,8,8,Colorado,0,54,73402,,,,
2011,40,4,8,8,Colorado,0,55,71084,,,,
2011,40,4,8,8,Colorado,0,56,70023,,,,
2011,40,4,8,8,Colorado,0,57,68161,,,,
2011,40,4,8,8,Colorado,0,58,66220,,,,
2011,40,4,8,8,Colorado,0,59,63201,,,,
2011,40,4,8,8,Colorado,0,60,60822,,,,
2011,40,4,8,8,Colorado,0,61,59100,,,,
2011,40,4,8,8,Colorado,0,62,56467,,,,
2011,40,4,8,8,Colorado,0,63,55615,,,,
2011,40,4,8,8,Colorado,0,64,58005,,,,
2011,40,4,8,8,Colorado,0,65,41907,,,,
2011,40,4,8,8,Colorado,0,66,40612,,,,
2011,40,4,8,8,Colorado,0,67,38995,,,,
2011,40,4,8,8,Colorado,0,68,39137,,,,
2011,40,4,8,8,Colorado,0,69,33633,,,,
2011,40,4,8,8,Colorado,0,70,30590,,,,
2011,40,4,8,8,Colorado,0,71,28674,,,,
2011,40,4,8,8,Colorado,0,72,26736,,,,
2011,40,4,8,8,Colorado,0,73,25402,,,,
2011,40,4,8,8,Colorado,0,74,23520,,,,
2011,40,4,8,8,Colorado,0,75,22173,,,,
2011,40,4,8,8,Colorado,0,76,21075,,,,
2011,40,4,8,8,Colorado,0,77,19224,,,,
2011,40,4,8,8,Colorado,0,78,18692,,,,
2011,40,4,8,8,Colorado,0,79,17878,,,,
2011,40,4,8,8,Colorado,0,80,17220,,,,
2011,40,4,8,8,Colorado,0,81,16208,,,,
2011,40,4,8,8,Colorado,0,82,14903,,,,
2011,40,4,8,8,Colorado,0,83,14052,,,,
2011,40,4,8,8,Colorado,0,84,12817,,,,
2011,40,4,8,8,Colorado,0,85,73125,,,,
2011,40,4,8,8,Colorado,0,999,5085516,,,,
2011,40,4,8,8,Colorado,1,0,34150,,,,
2011,40,4,8,8,Colorado,1,1,34254,,,,
2011,40,4,8,8,Colorado,1,2,34692,,,,
2011,40,4,8,8,Colorado,1,3,35763,,,,
2011,40,4,8,8,Colorado,1,4,36127,,,,
2011,40,4,8,8,Colorado,1,5,36118,,,,
2011,40,4,8,8,Colorado,1,6,35952,,,,
2011,40,4,8,8,Colorado,1,7,36220,,,,
2011,40,4,8,8,Colorado,1,8,35867,,,,
2011,40,4,8,8,Colorado,1,9,35422,,,,
2011,40,4,8,8,Colorado,1,10,35519,,,,
2011,40,4,8,8,Colorado,1,11,35568,,,,
2011,40,4,8,8,Colorado,1,12,34430,,,,
2011,40,4,8,8,Colorado,1,13,33816,,,,
2011,40,4,8,8,Colorado,1,14,33633,,,,
2011,40,4,8,8,Colorado,1,15,33659,,,,
2011,40,4,8,8,Colorado,1,16,34182,,,,
2011,40,4,8,8,Colorado,1,17,34720,,,,
2011,40,4,8,8,Colorado,1,18,36307,,,,
2011,40,4,8,8,Colorado,1,19,37198,,,,
2011,40,4,8,8,Colorado,1,20,35886,,,,
2011,40,4,8,8,Colorado,1,21,35741,,,,
2011,40,4,8,8,Colorado,1,22,35134,,,,
2011,40,4,8,8,Colorado,1,23,35671,,,,
2011,40,4,8,8,Colorado,1,24,36370,,,,
2011,40,4,8,8,Colorado,1,25,37658,,,,
2011,40,4,8,8,Colorado,1,26,37539,,,,
2011,40,4,8,8,Colorado,1,27,37042,,,,
2011,40,4,8,8,Colorado,1,28,38418,,,,
2011,40,4,8,8,Colorado,1,29,38264,,,,
2011,40,4,8,8,Colorado,1,30,38031,,,,
2011,40,4,8,8,Colorado,1,31,38916,,,,
2011,40,4,8,8,Colorado,1,32,36194,,,,
2011,40,4,8,8,Colorado,1,33,35770,,,,
2011,40,4,8,8,Colorado,1,34,34884,,,,
2011,40,4,8,8,Colorado,1,35,34312,,,,
2011,40,4,8,8,Colorado,1,36,35728,,,,
2011,40,4,8,8,Colorado,1,37,34449,,,,
2011,40,4,8,8,Colorado,1,38,34086,,,,
2011,40,4,8,8,Colorado,1,39,36029,,,,
2011,40,4,8,8,Colorado,1,40,37971,,,,
2011,40,4,8,8,Colorado,1,41,38196,,,,
2011,40,4,8,8,Colorado,1,42,35903,,,,
2011,40,4,8,8,Colorado,1,43,34152,,,,
2011,40,4,8,8,Colorado,1,44,32979,,,,
2011,40,4,8,8,Colorado,1,45,33185,,,,
2011,40,4,8,8,Colorado,1,46,35395,,,,
2011,40,4,8,8,Colorado,1,47,36330,,,,
2011,40,4,8,8,Colorado,1,48,36497,,,,
2011,40,4,8,8,Colorado,1,49,36883,,,,
2011,40,4,8,8,Colorado,1,50,37425,,,,
2011,40,4,8,8,Colorado,1,51,38085,,,,
2011,40,4,8,8,Colorado,1,52,36830,,,,
2011,40,4,8,8,Colorado,1,53,36510,,,,
2011,40,4,8,8,Colorado,1,54,36346,,,,
2011,40,4,8,8,Colorado,1,55,35103,,,,
2011,40,4,8,8,Colorado,1,56,34378,,,,
2011,40,4,8,8,Colorado,1,57,33272,,,,
2011,40,4,8,8,Colorado,1,58,32514,,,,
2011,40,4,8,8,Colorado,1,59,31144,,,,
2011,40,4,8,8,Colorado,1,60,29877,,,,
2011,40,4,8,8,Colorado,1,61,28914,,,,
2011,40,4,8,8,Colorado,1,62,27648,,,,
2011,40,4,8,8,Colorado,1,63,27424,,,,
2011,40,4,8,8,Colorado,1,64,28468,,,,
2011,40,4,8,8,Colorado,1,65,20481,,,,
2011,40,4,8,8,Colorado,1,66,19646,,,,
2011,40,4,8,8,Colorado,1,67,18840,,,,
2011,40,4,8,8,Colorado,1,68,18771,,,,
2011,40,4,8,8,Colorado,1,69,15968,,,,
2011,40,4,8,8,Colorado,1,70,14434,,,,
2011,40,4,8,8,Colorado,1,71,13523,,,,
2011,40,4,8,8,Colorado,1,72,12483,,,,
2011,40,4,8,8,Colorado,1,73,11889,,,,
2011,40,4,8,8,Colorado,1,74,10988,,,,
2011,40,4,8,8,Colorado,1,75,10215,,,,
2011,40,4,8,8,Colorado,1,76,9502,,,,
2011,40,4,8,8,Colorado,1,77,8682,,,,
2011,40,4,8,8,Colorado,1,78,8364,,,,
2011,40,4,8,8,Colorado,1,79,7881,,,,
2011,40,4,8,8,Colorado,1,80,7492,,,,
2011,40,4,8,8,Colorado,1,81,6966,,,,
2011,40,4,8,8,Colorado,1,82,6221,,,,
2011,40,4,8,8,Colorado,1,83,5650,,,,
2011,40,4,8,8,Colorado,1,84,4927,,,,
2011,40,4,8,8,Colorado,1,85,24513,,,,
2011,40,4,8,8,Colorado,1,999,2538584,,,,
2011,40,4,8,8,Colorado,2,0,31981,,,,
2011,40,4,8,8,Colorado,2,1,32648,,,,
2011,40,4,8,8,Colorado,2,2,33047,,,,
2011,40,4,8,8,Colorado,2,3,33962,,,,
2011,40,4,8,8,Colorado,2,4,34552,,,,
2011,40,4,8,8,Colorado,2,5,34401,,,,
2011,40,4,8,8,Colorado,2,6,34505,,,,
2011,40,4,8,8,Colorado,2,7,34731,,,,
2011,40,4,8,8,Colorado,2,8,34429,,,,
2011,40,4,8,8,Colorado,2,9,33653,,,,
2011,40,4,8,8,Colorado,2,10,34238,,,,
2011,40,4,8,8,Colorado,2,11,34120,,,,
2011,40,4,8,8,Colorado,2,12,33010,,,,
2011,40,4,8,8,Colorado,2,13,32532,,,,
2011,40,4,8,8,Colorado,2,14,32143,,,,
2011,40,4,8,8,Colorado,2,15,31894,,,,
2011,40,4,8,8,Colorado,2,16,32102,,,,
2011,40,4,8,8,Colorado,2,17,32489,,,,
2011,40,4,8,8,Colorado,2,18,33704,,,,
2011,40,4,8,8,Colorado,2,19,34155,,,,
2011,40,4,8,8,Colorado,2,20,33160,,,,
2011,40,4,8,8,Colorado,2,21,33966,,,,
2011,40,4,8,8,Colorado,2,22,33995,,,,
2011,40,4,8,8,Colorado,2,23,34388,,,,
2011,40,4,8,8,Colorado,2,24,34668,,,,
2011,40,4,8,8,Colorado,2,25,35842,,,,
2011,40,4,8,8,Colorado,2,26,36499,,,,
2011,40,4,8,8,Colorado,2,27,35874,,,,
2011,40,4,8,8,Colorado,2,28,36829,,,,
2011,40,4,8,8,Colorado,2,29,37059,,,,
2011,40,4,8,8,Colorado,2,30,36671,,,,
2011,40,4,8,8,Colorado,2,31,37183,,,,
2011,40,4,8,8,Colorado,2,32,35249,,,,
2011,40,4,8,8,Colorado,2,33,34752,,,,
2011,40,4,8,8,Colorado,2,34,34091,,,,
2011,40,4,8,8,Colorado,2,35,33029,,,,
2011,40,4,8,8,Colorado,2,36,34040,,,,
2011,40,4,8,8,Colorado,2,37,32668,,,,
2011,40,4,8,8,Colorado,2,38,33006,,,,
