STATE,Year,Population ,NAME,AGE,,,set_id,year,pieces,t1,descr
53,2010,9908,Washington,81,,,,,,,
53,2010,9223,Washington,82,,,,,,,
53,2010,8335,Washington,83,,,,,,,
53,2010,7627,Washington,84,,,,,,,
53,2010,40459,Washington,85,,,,,,,
53,2010,3324564,Washington,999,,,,,,,
53,2010,42376,Washington,0,,,,,,,
53,2010,42833,Washington,1,,,,,,,
53,2010,43717,Washington,2,,,,,,,
53,2010,43415,Washington,3,,,,,,,
53,2010,42474,Washington,4,,,,,,,
53,2010,42251,Washington,5,,,,,,,
53,2010,42151,Washington,6,,,,,,,
53,2010,41975,Washington,7,,,,,,,
53,2010,41482,Washington,8,,,,,,,
53,2010,42404,Washington,9,,,,,,,
53,2010,43069,Washington,10,,,,,,,
53,2010,42528,Washington,11,,,,,,,
53,2010,42699,Washington,12,,,,,,,
53,2010,42763,Washington,13,,,,,,,
53,2010,42683,Washington,14,,,,,,,
53,2010,43324,Washington,15,,,,,,,
53,2010,44237,Washington,16,,,,,,,
53,2010,44992,Washington,17,,,,,,,
53,2010,45056,Washington,18,,,,,,,
53,2010,45270,Washington,19,,,,,,,
53,2010,45321,Washington,20,,,,,,,
53,2010,44077,Washington,21,,,,,,,
53,2010,44040,Washington,22,,,,,,,
53,2010,43847,Washington,23,,,,,,,
53,2010,45166,Washington,24,,,,,,,
53,2010,46583,Washington,25,,,,,,,
53,2010,45751,Washington,26,,,,,,,
53,2010,46926,Washington,27,,,,,,,
53,2010,47632,Washington,28,,,,,,,
53,2010,47317,Washington,29,,,,,,,
53,2010,47800,Washington,30,,,,,,,
53,2010,45055,Washington,31,,,,,,,
53,2010,44315,Washington,32,,,,,,,
53,2010,44165,Washington,33,,,,,,,
53,2010,42683,Washington,34,,,,,,,
53,2010,43766,Washington,35,,,,,,,
53,2010,42092,Washington,36,,,,,,,
53,2010,42502,Washington,37,,,,,,,
53,2010,44302,Washington,38,,,,,,,
53,2010,47452,Washington,39,,,,,,,
53,2010,48711,Washington,40,,,,,,,
53,2010,46189,Washington,41,,,,,,,
53,2010,44605,Washington,42,,,,,,,
53,2010,43879,Washington,43,,,,,,,
53,2010,44020,Washington,44,,,,,,,
53,2010,46828,Washington,45,,,,,,,
53,2010,48504,Washington,46,,,,,,,
53,2010,49514,Washington,47,,,,,,,
53,2010,49430,Washington,48,,,,,,,
53,2010,50579,Washington,49,,,,,,,
53,2010,50836,Washington,50,,,,,,,
53,2010,49605,Washington,51,,,,,,,
53,2010,49940,Washington,52,,,,,,,
53,2010,49991,Washington,53,,,,,,,
53,2010,49051,Washington,54,,,,,,,
53,2010,49376,Washington,55,,,,,,,
53,2010,48344,Washington,56,,,,,,,
53,2010,47045,Washington,57,,,,,,,
53,2010,44711,Washington,58,,,,,,,
53,2010,43527,Washington,59,,,,,,,
53,2010,42377,Washington,60,,,,,,,
53,2010,40995,Washington,61,,,,,,,
53,2010,40813,Washington,62,,,,,,,
53,2010,42603,Washington,63,,,,,,,
53,2010,31197,Washington,64,,,,,,,
53,2010,31134,Washington,65,,,,,,,
53,2010,30435,Washington,66,,,,,,,
53,2010,30292,Washington,67,,,,,,,
53,2010,25852,Washington,68,,,,,,,
53,2010,23522,Washington,69,,,,,,,
53,2010,22059,Washington,70,,,,,,,
53,2010,20668,Washington,71,,,,,,,
53,2010,20038,Washington,72,,,,,,,
53,2010,18633,Washington,73,,,,,,,
53,2010,17645,Washington,74,,,,,,,
53,2010,17208,Washington,75,,,,,,,
53,2010,15658,Washington,76,,,,,,,
53,2010,15280,Washington,77,,,,,,,
53,2010,15001,Washington,78,,,,,,,
53,2010,14689,Washington,79,,,,,,,
53,2010,14466,Washington,80,,,,,,,
53,2010,13495,Washington,81,,,,,,,
53,2010,12990,Washington,82,,,,,,,
53,2010,12647,Washington,83,,,,,,,
53,2010,11857,Washington,84,,,,,,,
53,2010,77816,Washington,85,,,,,,,
53,2010,3376546,Washington,999,,,,,,,
54,2010,20162,West Virginia,0,,,,,,,
54,2010,20351,West Virginia,1,,,,,,,
54,2010,21216,West Virginia,2,,,,,,,
54,2010,21204,West Virginia,3,,,,,,,
54,2010,21013,West Virginia,4,,,,,,,
54,2010,21024,West Virginia,5,,,,,,,
54,2010,21175,West Virginia,6,,,,,,,
54,2010,21192,West Virginia,7,,,,,,,
54,2010,21176,West Virginia,8,,,,,,,
54,2010,21467,West Virginia,9,,,,,,,
54,2010,22123,West Virginia,10,,,,,,,
54,2010,21643,West Virginia,11,,,,,,,
54,2010,21625,West Virginia,12,,,,,,,
54,2010,21700,West Virginia,13,,,,,,,
54,2010,21995,West Virginia,14,,,,,,,
54,2010,22473,West Virginia,15,,,,,,,
54,2010,22660,West Virginia,16,,,,,,,
54,2010,23036,West Virginia,17,,,,,,,
54,2010,24838,West Virginia,18,,,,,,,
54,2010,26244,West Virginia,19,,,,,,,
54,2010,26121,West Virginia,20,,,,,,,
54,2010,24580,West Virginia,21,,,,,,,
54,2010,23166,West Virginia,22,,,,,,,
54,2010,22228,West Virginia,23,,,,,,,
54,2010,21677,West Virginia,24,,,,,,,
54,2010,21340,West Virginia,25,,,,,,,
54,2010,20654,West Virginia,26,,,,,,,
54,2010,21808,West Virginia,27,,,,,,,
54,2010,21885,West Virginia,28,,,,,,,
54,2010,22290,West Virginia,29,,,,,,,
54,2010,23516,West Virginia,30,,,,,,,
54,2010,22417,West Virginia,31,,,,,,,
54,2010,22435,West Virginia,32,,,,,,,
54,2010,22208,West Virginia,33,,,,,,,
54,2010,21646,West Virginia,34,,,,,,,
54,2010,22664,West Virginia,35,,,,,,,
54,2010,21869,West Virginia,36,,,,,,,
54,2010,22715,West Virginia,37,,,,,,,
54,2010,23872,West Virginia,38,,,,,,,
54,2010,25026,West Virginia,39,,,,,,,
54,2010,25078,West Virginia,40,,,,,,,
54,2010,23785,West Virginia,41,,,,,,,
54,2010,23504,West Virginia,42,,,,,,,
54,2010,23683,West Virginia,43,,,,,,,
54,2010,24194,West Virginia,44,,,,,,,
54,2010,25932,West Virginia,45,,,,,,,
54,2010,26318,West Virginia,46,,,,,,,
54,2010,26245,West Virginia,47,,,,,,,
54,2010,26542,West Virginia,48,,,,,,,
54,2010,27288,West Virginia,49,,,,,,,
54,2010,28006,West Virginia,50,,,,,,,
54,2010,28300,West Virginia,51,,,,,,,
54,2010,29179,West Virginia,52,,,,,,,
54,2010,29022,West Virginia,53,,,,,,,
54,2010,28266,West Virginia,54,,,,,,,
54,2010,28804,West Virginia,55,,,,,,,
54,2010,28196,West Virginia,56,,,,,,,
54,2010,27894,West Virginia,57,,,,,,,
54,2010,27535,West Virginia,58,,,,,,,
54,2010,27155,West Virginia,59,,,,,,,
54,2010,26916,West Virginia,60,,,,,,,
54,2010,26898,West Virginia,61,,,,,,,
54,2010,26243,West Virginia,62,,,,,,,
54,2010,27250,West Virginia,63,,,,,,,
54,2010,19465,West Virginia,64,,,,,,,
54,2010,19345,West Virginia,65,,,,,,,
54,2010,18863,West Virginia,66,,,,,,,
54,2010,19757,West Virginia,67,,,,,,,
54,2010,17589,West Virginia,68,,,,,,,
54,2010,16360,West Virginia,69,,,,,,,
54,2010,15586,West Virginia,70,,,,,,,
54,2010,15132,West Virginia,71,,,,,,,
54,2010,14737,West Virginia,72,,,,,,,
54,2010,13625,West Virginia,73,,,,,,,
54,2010,12949,West Virginia,74,,,,,,,
54,2010,12625,West Virginia,75,,,,,,,
54,2010,10935,West Virginia,76,,,,,,,
54,2010,10720,West Virginia,77,,,,,,,
54,2010,10332,West Virginia,78,,,,,,,
54,2010,10023,West Virginia,79,,,,,,,
54,2010,9926,West Virginia,80,,,,,,,
54,2010,9214,West Virginia,81,,,,,,,
54,2010,8771,West Virginia,82,,,,,,,
54,2010,8015,West Virginia,83,,,,,,,
54,2010,7202,West Virginia,84,,,,,,,
54,2010,36199,West Virginia,85,,,,,,,
54,2010,1852037,West Virginia,999,,,,,,,
54,2010,10199,West Virginia,0,,,,,,,
54,2010,10394,West Virginia,1,,,,,,,
54,2010,10907,West Virginia,2,,,,,,,
54,2010,10839,West Virginia,3,,,,,,,
54,2010,10829,West Virginia,4,,,,,,,
54,2010,10874,West Virginia,5,,,,,,,
54,2010,10827,West Virginia,6,,,,,,,
54,2010,10818,West Virginia,7,,,,,,,
54,2010,10809,West Virginia,8,,,,,,,
54,2010,11092,West Virginia,9,,,,,,,
54,2010,11264,West Virginia,10,,,,,,,
54,2010,10983,West Virginia,11,,,,,,,
54,2010,11088,West Virginia,12,,,,,,,
54,2010,11066,West Virginia,13,,,,,,,
54,2010,11204,West Virginia,14,,,,,,,
54,2010,11636,West Virginia,15,,,,,,,
54,2010,11753,West Virginia,16,,,,,,,
54,2010,11919,West Virginia,17,,,,,,,
54,2010,12762,West Virginia,18,,,,,,,
54,2010,13423,West Virginia,19,,,,,,,
54,2010,13327,West Virginia,20,,,,,,,
54,2010,12426,West Virginia,21,,,,,,,
54,2010,11893,West Virginia,22,,,,,,,
54,2010,11352,West Virginia,23,,,,,,,
54,2010,11015,West Virginia,24,,,,,,,
54,2010,10893,West Virginia,25,,,,,,,
54,2010,10490,West Virginia,26,,,,,,,
54,2010,11054,West Virginia,27,,,,,,,
54,2010,11012,West Virginia,28,,,,,,,
54,2010,11234,West Virginia,29,,,,,,,
54,2010,11908,West Virginia,30,,,,,,,
54,2010,11353,West Virginia,31,,,,,,,
54,2010,11296,West Virginia,32,,,,,,,
54,2010,11104,West Virginia,33,,,,,,,
54,2010,10984,West Virginia,34,,,,,,,
54,2010,11491,West Virginia,35,,,,,,,
54,2010,10986,West Virginia,36,,,,,,,
54,2010,11442,West Virginia,37,,,,,,,
54,2010,11992,West Virginia,38,,,,,,,
54,2010,12578,West Virginia,39,,,,,,,
54,2010,12629,West Virginia,40,,,,,,,
54,2010,12014,West Virginia,41,,,,,,,
54,2010,11842,West Virginia,42,,,,,,,
54,2010,11854,West Virginia,43,,,,,,,
54,2010,12180,West Virginia,44,,,,,,,
54,2010,13051,West Virginia,45,,,,,,,
54,2010,13072,West Virginia,46,,,,,,,
54,2010,12936,West Virginia,47,,,,,,,
54,2010,13085,West Virginia,48,,,,,,,
54,2010,13331,West Virginia,49,,,,,,,
54,2010,13809,West Virginia,50,,,,,,,
54,2010,13882,West Virginia,51,,,,,,,
54,2010,14531,West Virginia,52,,,,,,,
54,2010,14311,West Virginia,53,,,,,,,
54,2010,13896,West Virginia,54,,,,,,,
54,2010,14218,West Virginia,55,,,,,,,
54,2010,13933,West Virginia,56,,,,,,,
54,2010,13619,West Virginia,57,,,,,,,
54,2010,13565,West Virginia,58,,,,,,,
54,2010,13326,West Virginia,59,,,,,,,
54,2010,13288,West Virginia,60,,,,,,,
54,2010,13215,West Virginia,61,,,,,,,
54,2010,13033,West Virginia,62,,,,,,,
54,2010,13521,West Virginia,63,,,,,,,
54,2010,9584,West Virginia,64,,,,,,,
54,2010,9437,West Virginia,65,,,,,,,
54,2010,9279,West Virginia,66,,,,,,,
54,2010,9659,West Virginia,67,,,,,,,
54,2010,8499,West Virginia,68,,,,,,,
54,2010,7782,West Virginia,69,,,,,,,
54,2010,7305,West Virginia,70,,,,,,,
54,2010,7191,West Virginia,71,,,,,,,
54,2010,6956,West Virginia,72,,,,,,,
54,2010,6227,West Virginia,73,,,,,,,
54,2010,5849,West Virginia,74,,,,,,,
54,2010,5605,West Virginia,75,,,,,,,
54,2010,4792,West Virginia,76,,,,,,,
54,2010,4477,West Virginia,77,,,,,,,
54,2010,4245,West Virginia,78,,,,,,,
54,2010,4132,West Virginia,79,,,,,,,
54,2010,4062,West Virginia,80,,,,,,,
54,2010,3671,West Virginia,81,,,,,,,
54,2010,3479,West Virginia,82,,,,,,,
54,2010,3086,West Virginia,83,,,,,,,
54,2010,2763,West Virginia,84,,,,,,,
54,2010,11573,West Virginia,85,,,,,,,
54,2010,912310,West Virginia,999,,,,,,,
54,2010,9963,West Virginia,0,,,,,,,
54,2010,9957,West Virginia,1,,,,,,,
54,2010,10309,West Virginia,2,,,,,,,
54,2010,10365,West Virginia,3,,,,,,,
54,2010,10184,West Virginia,4,,,,,,,
54,2010,10150,West Virginia,5,,,,,,,
54,2010,10348,West Virginia,6,,,,,,,
54,2010,10374,West Virginia,7,,,,,,,
54,2010,10367,West Virginia,8,,,,,,,
54,2010,10375,West Virginia,9,,,,,,,
54,2010,10859,West Virginia,10,,,,,,,
54,2010,10660,West Virginia,11,,,,,,,
54,2010,10537,West Virginia,12,,,,,,,
54,2010,10634,West Virginia,13,,,,,,,
54,2010,10791,West Virginia,14,,,,,,,
54,2010,10837,West Virginia,15,,,,,,,
54,2010,10907,West Virginia,16,,,,,,,
54,2010,11117,West Virginia,17,,,,,,,
54,2010,12076,West Virginia,18,,,,,,,
54,2010,12821,West Virginia,19,,,,,,,
54,2010,12794,West Virginia,20,,,,,,,
54,2010,12154,West Virginia,21,,,,,,,
54,2010,11273,West Virginia,22,,,,,,,
54,2010,10876,West Virginia,23,,,,,,,
54,2010,10662,West Virginia,24,,,,,,,
54,2010,10447,West Virginia,25,,,,,,,
54,2010,10164,West Virginia,26,,,,,,,
54,2010,10754,West Virginia,27,,,,,,,
54,2010,10873,West Virginia,28,,,,,,,
54,2010,11056,West Virginia,29,,,,,,,
54,2010,11608,West Virginia,30,,,,,,,
54,2010,11064,West Virginia,31,,,,,,,
54,2010,11139,West Virginia,32,,,,,,,
54,2010,11104,West Virginia,33,,,,,,,
54,2010,10662,West Virginia,34,,,,,,,
54,2010,11173,West Virginia,35,,,,,,,
54,2010,10883,West Virginia,36,,,,,,,
54,2010,11273,West Virginia,37,,,,,,,
54,2010,11880,West Virginia,38,,,,,,,
54,2010,12448,West Virginia,39,,,,,,,
54,2010,12449,West Virginia,40,,,,,,,
54,2010,11771,West Virginia,41,,,,,,,
54,2010,11662,West Virginia,42,,,,,,,
54,2010,11829,West Virginia,43,,,,,,,
54,2010,12014,West Virginia,44,,,,,,,
54,2010,12881,West Virginia,45,,,,,,,
54,2010,13246,West Virginia,46,,,,,,,
54,2010,13309,West Virginia,47,,,,,,,
54,2010,13457,West Virginia,48,,,,,,,
54,2010,13957,West Virginia,49,,,,,,,
54,2010,14197,West Virginia,50,,,,,,,
54,2010,14418,West Virginia,51,,,,,,,
54,2010,14648,West Virginia,52,,,,,,,
54,2010,14711,West Virginia,53,,,,,,,
54,2010,14370,West Virginia,54,,,,,,,
54,2010,14586,West Virginia,55,,,,,,,
54,2010,14263,West Virginia,56,,,,,,,
54,2010,14275,West Virginia,57,,,,,,,
54,2010,13970,West Virginia,58,,,,,,,
54,2010,13829,West Virginia,59,,,,,,,
54,2010,13628,West Virginia,60,,,,,,,
54,2010,13683,West Virginia,61,,,,,,,
54,2010,13210,West Virginia,62,,,,,,,
54,2010,13729,West Virginia,63,,,,,,,
54,2010,9881,West Virginia,64,,,,,,,
54,2010,9908,West Virginia,65,,,,,,,
54,2010,9584,West Virginia,66,,,,,,,
54,2010,10098,West Virginia,67,,,,,,,
54,2010,9090,West Virginia,68,,,,,,,
54,2010,8578,West Virginia,69,,,,,,,
54,2010,8281,West Virginia,70,,,,,,,
54,2010,7941,West Virginia,71,,,,,,,
54,2010,7781,West Virginia,72,,,,,,,
54,2010,7398,West Virginia,73,,,,,,,
54,2010,7100,West Virginia,74,,,,,,,
54,2010,7020,West Virginia,75,,,,,,,
54,2010,6143,West Virginia,76,,,,,,,
54,2010,6243,West Virginia,77,,,,,,,
54,2010,6087,West Virginia,78,,,,,,,
54,2010,5891,West Virginia,79,,,,,,,
54,2010,5864,West Virginia,80,,,,,,,
54,2010,5543,West Virginia,81,,,,,,,
54,2010,5292,West Virginia,82,,,,,,,
54,2010,4929,West Virginia,83,,,,,,,
54,2010,4439,West Virginia,84,,,,,,,
54,2010,24626,West Virginia,85,,,,,,,
54,2010,939727,West Virginia,999,,,,,,,
55,2010,68684,Wisconsin,0,,,,,,,
55,2010,69806,Wisconsin,1,,,,,,,
55,2010,72205,Wisconsin,2,,,,,,,
55,2010,73254,Wisconsin,3,,,,,,,
55,2010,72997,Wisconsin,4,,,,,,,
55,2010,73013,Wisconsin,5,,,,,,,
55,2010,73963,Wisconsin,6,,,,,,,
55,2010,73113,Wisconsin,7,,,,,,,
55,2010,73193,Wisconsin,8,,,,,,,
55,2010,74623,Wisconsin,9,,,,,,,
55,2010,76051,Wisconsin,10,,,,,,,
55,2010,74889,Wisconsin,11,,,,,,,
55,2010,74738,Wisconsin,12,,,,,,,
55,2010,74835,Wisconsin,13,,,,,,,
55,2010,75255,Wisconsin,14,,,,,,,
55,2010,76795,Wisconsin,15,,,,,,,
55,2010,78679,Wisconsin,16,,,,,,,
55,2010,80009,Wisconsin,17,,,,,,,
55,2010,81135,Wisconsin,18,,,,,,,
55,2010,82528,Wisconsin,19,,,,,,,
55,2010,81087,Wisconsin,20,,,,,,,
55,2010,78217,Wisconsin,21,,,,,,,
55,2010,76756,Wisconsin,22,,,,,,,
55,2010,74560,Wisconsin,23,,,,,,,
55,2010,74328,Wisconsin,24,,,,,,,
55,2010,75425,Wisconsin,25,,,,,,,
55,2010,72792,Wisconsin,26,,,,,,,
55,2010,73930,Wisconsin,27,,,,,,,
55,2010,74668,Wisconsin,28,,,,,,,
55,2010,74374,Wisconsin,29,,,,,,,
55,2010,76028,Wisconsin,30,,,,,,,
55,2010,71249,Wisconsin,31,,,,,,,
55,2010,69300,Wisconsin,32,,,,,,,
55,2010,68145,Wisconsin,33,,,,,,,
55,2010,65863,Wisconsin,34,,,,,,,
55,2010,67726,Wisconsin,35,,,,,,,
55,2010,64744,Wisconsin,36,,,,,,,
55,2010,65380,Wisconsin,37,,,,,,,
55,2010,69189,Wisconsin,38,,,,,,,
55,2010,75242,Wisconsin,39,,,,,,,
55,2010,76565,Wisconsin,40,,,,,,,
55,2010,73809,Wisconsin,41,,,,,,,
55,2010,73546,Wisconsin,42,,,,,,,
55,2010,76112,Wisconsin,43,,,,,,,
55,2010,78331,Wisconsin,44,,,,,,,
55,2010,83308,Wisconsin,45,,,,,,,
55,2010,85728,Wisconsin,46,,,,,,,
55,2010,86746,Wisconsin,47,,,,,,,
55,2010,88169,Wisconsin,48,,,,,,,
55,2010,90799,Wisconsin,49,,,,,,,
55,2010,90765,Wisconsin,50,,,,,,,
55,2010,88494,Wisconsin,51,,,,,,,
55,2010,87945,Wisconsin,52,,,,,,,
55,2010,86506,Wisconsin,53,,,,,,,
55,2010,83402,Wisconsin,54,,,,,,,
55,2010,83225,Wisconsin,55,,,,,,,
55,2010,80196,Wisconsin,56,,,,,,,
55,2010,77235,Wisconsin,57,,,,,,,
55,2010,75435,Wisconsin,58,,,,,,,
55,2010,72299,Wisconsin,59,,,,,,,
55,2010,69356,Wisconsin,60,,,,,,,
55,2010,66890,Wisconsin,61,,,,,,,
55,2010,65007,Wisconsin,62,,,,,,,
55,2010,67382,Wisconsin,63,,,,,,,
55,2010,49152,Wisconsin,64,,,,,,,
55,2010,48384,Wisconsin,65,,,,,,,
55,2010,47431,Wisconsin,66,,,,,,,
55,2010,49631,Wisconsin,67,,,,,,,
55,2010,43427,Wisconsin,68,,,,,,,
55,2010,39466,Wisconsin,69,,,,,,,
55,2010,37205,Wisconsin,70,,,,,,,
55,2010,36266,Wisconsin,71,,,,,,,
55,2010,35275,Wisconsin,72,,,,,,,
55,2010,33134,Wisconsin,73,,,,,,,
55,2010,32027,Wisconsin,74,,,,,,,
55,2010,30647,Wisconsin,75,,,,,,,
55,2010,27962,Wisconsin,76,,,,,,,
55,2010,27784,Wisconsin,77,,,,,,,
55,2010,27418,Wisconsin,78,,,,,,,
55,2010,27017,Wisconsin,79,,,,,,,
55,2010,26495,Wisconsin,80,,,,,,,
55,2010,24644,Wisconsin,81,,,,,,,
55,2010,23728,Wisconsin,82,,,,,,,
55,2010,22293,Wisconsin,83,,,,,,,
55,2010,20076,Wisconsin,84,,,,,,,
55,2010,119274,Wisconsin,85,,,,,,,
55,2010,5684754,Wisconsin,999,,,,,,,
55,2010,35186,Wisconsin,0,,,,,,,
55,2010,35597,Wisconsin,1,,,,,,,
55,2010,36975,Wisconsin,2,,,,,,,
55,2010,37423,Wisconsin,3,,,,,,,
55,2010,37434,Wisconsin,4,,,,,,,
55,2010,37344,Wisconsin,5,,,,,,,
55,2010,37775,Wisconsin,6,,,,,,,
55,2010,37466,Wisconsin,7,,,,,,,
55,2010,37323,Wisconsin,8,,,,,,,
55,2010,38075,Wisconsin,9,,,,,,,
55,2010,38926,Wisconsin,10,,,,,,,
55,2010,38234,Wisconsin,11,,,,,,,
55,2010,38158,Wisconsin,12,,,,,,,
55,2010,38150,Wisconsin,13,,,,,,,
55,2010,38627,Wisconsin,14,,,,,,,
55,2010,39631,Wisconsin,15,,,,,,,
55,2010,40359,Wisconsin,16,,,,,,,
55,2010,41165,Wisconsin,17,,,,,,,
55,2010,41726,Wisconsin,18,,,,,,,
55,2010,41839,Wisconsin,19,,,,,,,
55,2010,40983,Wisconsin,20,,,,,,,
55,2010,39513,Wisconsin,21,,,,,,,
55,2010,39034,Wisconsin,22,,,,,,,
55,2010,38313,Wisconsin,23,,,,,,,
55,2010,37932,Wisconsin,24,,,,,,,
55,2010,38431,Wisconsin,25,,,,,,,
55,2010,36740,Wisconsin,26,,,,,,,
55,2010,37455,Wisconsin,27,,,,,,,
55,2010,37842,Wisconsin,28,,,,,,,
55,2010,37871,Wisconsin,29,,,,,,,
55,2010,38773,Wisconsin,30,,,,,,,
55,2010,36355,Wisconsin,31,,,,,,,
55,2010,35303,Wisconsin,32,,,,,,,
55,2010,34634,Wisconsin,33,,,,,,,
55,2010,33458,Wisconsin,34,,,,,,,
55,2010,34628,Wisconsin,35,,,,,,,
55,2010,32583,Wisconsin,36,,,,,,,
55,2010,32888,Wisconsin,37,,,,,,,
55,2010,34917,Wisconsin,38,,,,,,,
55,2010,37885,Wisconsin,39,,,,,,,
55,2010,38681,Wisconsin,40,,,,,,,
55,2010,37355,Wisconsin,41,,,,,,,
55,2010,37069,Wisconsin,42,,,,,,,
55,2010,38202,Wisconsin,43,,,,,,,
55,2010,39232,Wisconsin,44,,,,,,,
55,2010,41804,Wisconsin,45,,,,,,,
55,2010,42889,Wisconsin,46,,,,,,,
55,2010,43304,Wisconsin,47,,,,,,,
55,2010,43924,Wisconsin,48,,,,,,,
55,2010,45076,Wisconsin,49,,,,,,,
55,2010,45293,Wisconsin,50,,,,,,,
55,2010,44264,Wisconsin,51,,,,,,,
55,2010,43961,Wisconsin,52,,,,,,,
55,2010,43287,Wisconsin,53,,,,,,,
55,2010,41774,Wisconsin,54,,,,,,,
55,2010,41641,Wisconsin,55,,,,,,,
55,2010,39991,Wisconsin,56,,,,,,,
55,2010,38549,Wisconsin,57,,,,,,,
55,2010,37700,Wisconsin,58,,,,,,,
55,2010,36199,Wisconsin,59,,,,,,,
55,2010,34580,Wisconsin,60,,,,,,,
55,2010,33375,Wisconsin,61,,,,,,,
55,2010,32193,Wisconsin,62,,,,,,,
55,2010,33379,Wisconsin,63,,,,,,,
55,2010,24251,Wisconsin,64,,,,,,,
55,2010,23684,Wisconsin,65,,,,,,,
55,2010,23057,Wisconsin,66,,,,,,,
55,2010,23800,Wisconsin,67,,,,,,,
55,2010,20721,Wisconsin,68,,,,,,,
55,2010,18676,Wisconsin,69,,,,,,,
55,2010,17625,Wisconsin,70,,,,,,,
55,2010,17191,Wisconsin,71,,,,,,,
55,2010,16495,Wisconsin,72,,,,,,,
55,2010,15327,Wisconsin,73,,,,,,,
55,2010,14662,Wisconsin,74,,,,,,,
55,2010,13832,Wisconsin,75,,,,,,,
55,2010,12483,Wisconsin,76,,,,,,,
55,2010,12267,Wisconsin,77,,,,,,,
55,2010,11966,Wisconsin,78,,,,,,,
55,2010,11538,Wisconsin,79,,,,,,,
55,2010,11196,Wisconsin,80,,,,,,,
55,2010,10250,Wisconsin,81,,,,,,,
55,2010,9622,Wisconsin,82,,,,,,,
55,2010,8918,Wisconsin,83,,,,,,,
55,2010,7720,Wisconsin,84,,,,,,,
55,2010,37764,Wisconsin,85,,,,,,,
55,2010,2819718,Wisconsin,999,,,,,,,
55,2010,33498,Wisconsin,0,,,,,,,
55,2010,34209,Wisconsin,1,,,,,,,
55,2010,35230,Wisconsin,2,,,,,,,
55,2010,35831,Wisconsin,3,,,,,,,
55,2010,35563,Wisconsin,4,,,,,,,
55,2010,35669,Wisconsin,5,,,,,,,
55,2010,36188,Wisconsin,6,,,,,,,
55,2010,35647,Wisconsin,7,,,,,,,
55,2010,35870,Wisconsin,8,,,,,,,
55,2010,36548,Wisconsin,9,,,,,,,
55,2010,37125,Wisconsin,10,,,,,,,
55,2010,36655,Wisconsin,11,,,,,,,
55,2010,36580,Wisconsin,12,,,,,,,
55,2010,36685,Wisconsin,13,,,,,,,
55,2010,36628,Wisconsin,14,,,,,,,
55,2010,37164,Wisconsin,15,,,,,,,
55,2010,38320,Wisconsin,16,,,,,,,
55,2010,38844,Wisconsin,17,,,,,,,
55,2010,39409,Wisconsin,18,,,,,,,
55,2010,40689,Wisconsin,19,,,,,,,
55,2010,40104,Wisconsin,20,,,,,,,
55,2010,38704,Wisconsin,21,,,,,,,
55,2010,37722,Wisconsin,22,,,,,,,
55,2010,36247,Wisconsin,23,,,,,,,
55,2010,36396,Wisconsin,24,,,,,,,
55,2010,36994,Wisconsin,25,,,,,,,
55,2010,36052,Wisconsin,26,,,,,,,
55,2010,36475,Wisconsin,27,,,,,,,
55,2010,36826,Wisconsin,28,,,,,,,
55,2010,36503,Wisconsin,29,,,,,,,
55,2010,37255,Wisconsin,30,,,,,,,
55,2010,34894,Wisconsin,31,,,,,,,
55,2010,33997,Wisconsin,32,,,,,,,
55,2010,33511,Wisconsin,33,,,,,,,
55,2010,32405,Wisconsin,34,,,,,,,
55,2010,33098,Wisconsin,35,,,,,,,
55,2010,32161,Wisconsin,36,,,,,,,
55,2010,32492,Wisconsin,37,,,,,,,
55,2010,34272,Wisconsin,38,,,,,,,
55,2010,37357,Wisconsin,39,,,,,,,
55,2010,37884,Wisconsin,40,,,,,,,
55,2010,36454,Wisconsin,41,,,,,,,
55,2010,36477,Wisconsin,42,,,,,,,
55,2010,37910,Wisconsin,43,,,,,,,
55,2010,39099,Wisconsin,44,,,,,,,
55,2010,41504,Wisconsin,45,,,,,,,
55,2010,42839,Wisconsin,46,,,,,,,
55,2010,43442,Wisconsin,47,,,,,,,
55,2010,44245,Wisconsin,48,,,,,,,
55,2010,45723,Wisconsin,49,,,,,,,
55,2010,45472,Wisconsin,50,,,,,,,
55,2010,44230,Wisconsin,51,,,,,,,
55,2010,43984,Wisconsin,52,,,,,,,
55,2010,43219,Wisconsin,53,,,,,,,
55,2010,41628,Wisconsin,54,,,,,,,
55,2010,41584,Wisconsin,55,,,,,,,
55,2010,40205,Wisconsin,56,,,,,,,
55,2010,38686,Wisconsin,57,,,,,,,
55,2010,37735,Wisconsin,58,,,,,,,
55,2010,36100,Wisconsin,59,,,,,,,
55,2010,34776,Wisconsin,60,,,,,,,
55,2010,33515,Wisconsin,61,,,,,,,
55,2010,32814,Wisconsin,62,,,,,,,
55,2010,34003,Wisconsin,63,,,,,,,
55,2010,24901,Wisconsin,64,,,,,,,
55,2010,24700,Wisconsin,65,,,,,,,
55,2010,24374,Wisconsin,66,,,,,,,
55,2010,25831,Wisconsin,67,,,,,,,
55,2010,22706,Wisconsin,68,,,,,,,
55,2010,20790,Wisconsin,69,,,,,,,
55,2010,19580,Wisconsin,70,,,,,,,
55,2010,19075,Wisconsin,71,,,,,,,
55,2010,18780,Wisconsin,72,,,,,,,
55,2010,17807,Wisconsin,73,,,,,,,
55,2010,17365,Wisconsin,74,,,,,,,
55,2010,16815,Wisconsin,75,,,,,,,
