Year,STATE,NAME,SEX,AGE,Population
2013,1,Alabama,1,1,29841
2013,2,Alaska,1,1,5562
2013,4,Arizona,1,1,43430
2013,5,Arkansas,1,1,19842
2013,6,California,1,1,253426
2013,8,Colorado,1,1,34042
2013,9,Connecticut,1,1,19030
2013,10,Delaware,1,1,5728
2013,11,District of Columbia,1,1,4268
2013,12,Florida,1,1,110202
2013,13,Georgia,1,1,67141
2013,15,Hawaii,1,1,9297
2013,16,Idaho,1,1,11215
2013,17,Illinois,1,1,80476
2013,18,Indiana,1,1,43013
2013,19,Iowa,1,1,19759
2013,20,Kansas,1,1,20286
2013,21,Kentucky,1,1,28244
2013,22,Louisiana,1,1,31548
2013,23,Maine,1,1,6614
2013,24,Maryland,1,1,37386
2013,25,Massachusetts,1,1,37184
2013,26,Michigan,1,1,58258
2013,27,Minnesota,1,1,35292
2013,28,Mississippi,1,1,19899
2013,29,Missouri,1,1,38363
2013,30,Montana,1,1,6169
2013,31,Nebraska,1,1,13145
2013,32,Nevada,1,1,17625
2013,33,New Hampshire,1,1,6349
2013,34,New Jersey,1,1,53947
2013,35,New Mexico,1,1,13932
2013,36,New York,1,1,121393
2013,37,North Carolina,1,1,61131
2013,38,North Dakota,1,1,5184
2013,39,Ohio,1,1,70633
2013,40,Oklahoma,1,1,26792
2013,41,Oregon,1,1,23273
2013,42,Pennsylvania,1,1,72852
2013,44,Rhode Island,1,1,5617
2013,45,South Carolina,1,1,29415
2013,46,South Dakota,1,1,6144
2013,47,Tennessee,1,1,40963
2013,48,Texas,1,1,195538
2013,49,Utah,1,1,25367
2013,50,Vermont,1,1,3196
2013,51,Virginia,1,1,52607
2013,53,Washington,1,1,45317
2013,54,West Virginia,1,1,10528
2013,55,Wisconsin,1,1,35012
2013,56,Wyoming,1,1,3877
2013,1,Alabama,2,1,29052
2013,2,Alaska,2,1,5348
2013,4,Arizona,2,1,41054
2013,5,Arkansas,2,1,18752
2013,6,California,2,1,242445
2013,8,Colorado,2,1,31431
2013,9,Connecticut,2,1,18524
2013,10,Delaware,2,1,5505
2013,11,District of Columbia,2,1,4276
2013,12,Florida,2,1,105655
2013,13,Georgia,2,1,65092
2013,15,Hawaii,2,1,9065
2013,16,Idaho,2,1,10905
2013,17,Illinois,2,1,77987
2013,18,Indiana,2,1,40384
2013,19,Iowa,2,1,19029
2013,20,Kansas,2,1,19296
2013,21,Kentucky,2,1,27065
2013,22,Louisiana,2,1,30187
2013,23,Maine,2,1,6318
2013,24,Maryland,2,1,35987
2013,25,Massachusetts,2,1,35447
2013,26,Michigan,2,1,55105
2013,27,Minnesota,2,1,33501
2013,28,Mississippi,2,1,19309
2013,29,Missouri,2,1,36374
2013,30,Montana,2,1,5893
2013,31,Nebraska,2,1,12718
2013,32,Nevada,2,1,16633
2013,33,New Hampshire,2,1,6282
2013,34,New Jersey,2,1,51922
2013,35,New Mexico,2,1,13400
2013,36,New York,2,1,116597
2013,37,North Carolina,2,1,58892
2013,38,North Dakota,2,1,4873
2013,39,Ohio,2,1,66577
2013,40,Oklahoma,2,1,25581
2013,41,Oregon,2,1,22083
2013,42,Pennsylvania,2,1,69838
2013,44,Rhode Island,2,1,5427
2013,45,South Carolina,2,1,28133
2013,46,South Dakota,2,1,5899
2013,47,Tennessee,2,1,39187
2013,48,Texas,2,1,187146
2013,49,Utah,2,1,23952
2013,50,Vermont,2,1,2971
2013,51,Virginia,2,1,50418
2013,53,Washington,2,1,43189
2013,54,West Virginia,2,1,10113
2013,55,Wisconsin,2,1,33285
2013,56,Wyoming,2,1,3623
2013,1,Alabama,1,2,30508
2013,2,Alaska,1,2,6038
2013,4,Arizona,1,2,43286
2013,5,Arkansas,1,2,19662
2013,6,California,1,2,260685
2013,8,Colorado,1,2,34813
2013,9,Connecticut,1,2,19617
2013,10,Delaware,1,2,5874
2013,11,District of Columbia,1,2,4575
2013,12,Florida,1,2,110919
2013,13,Georgia,1,2,67901
2013,15,Hawaii,1,2,9721
2013,16,Idaho,1,2,11517
2013,17,Illinois,1,2,81929
2013,18,Indiana,1,2,42895
2013,19,Iowa,1,2,19693
2013,20,Kansas,1,2,20622
2013,21,Kentucky,1,2,28607
2013,22,Louisiana,1,2,31546
2013,23,Maine,1,2,6545
2013,24,Maryland,1,2,38239
2013,25,Massachusetts,1,2,37893
2013,26,Michigan,1,2,58958
2013,27,Minnesota,1,2,35624
2013,28,Mississippi,1,2,20122
2013,29,Missouri,1,2,38644
2013,30,Montana,1,2,6009
2013,31,Nebraska,1,2,13166
2013,32,Nevada,1,2,17998
2013,33,New Hampshire,1,2,6861
2013,34,New Jersey,1,2,55534
2013,35,New Mexico,1,2,14114
2013,36,New York,1,2,123178
2013,37,North Carolina,1,2,62148
2013,38,North Dakota,1,2,4871
2013,39,Ohio,1,2,70598
2013,40,Oklahoma,1,2,27002
2013,41,Oregon,1,2,23404
2013,42,Pennsylvania,1,2,73660
2013,44,Rhode Island,1,2,5731
2013,45,South Carolina,1,2,29444
2013,46,South Dakota,1,2,6222
2013,47,Tennessee,1,2,40111
2013,48,Texas,1,2,199048
2013,49,Utah,1,2,25971
2013,50,Vermont,1,2,3188
2013,51,Virginia,1,2,52914
2013,53,Washington,1,2,45569
2013,54,West Virginia,1,2,10431
2013,55,Wisconsin,1,2,35144
2013,56,Wyoming,1,2,3773
2013,1,Alabama,2,2,28874
2013,2,Alaska,2,2,5484
2013,4,Arizona,2,2,41748
2013,5,Arkansas,2,2,18966
2013,6,California,2,2,248862
2013,8,Colorado,2,2,32446
2013,9,Connecticut,2,2,18968
2013,10,Delaware,2,2,5658
2013,11,District of Columbia,2,2,4209
2013,12,Florida,2,2,105797
2013,13,Georgia,2,2,65335
2013,15,Hawaii,2,2,9023
2013,16,Idaho,2,2,11168
2013,17,Illinois,2,2,78316
2013,18,Indiana,2,2,40883
2013,19,Iowa,2,2,18644
2013,20,Kansas,2,2,19580
2013,21,Kentucky,2,2,26647
2013,22,Louisiana,2,2,30238
2013,23,Maine,2,2,6309
2013,24,Maryland,2,2,36439
2013,25,Massachusetts,2,2,36134
2013,26,Michigan,2,2,55498
2013,27,Minnesota,2,2,33858
2013,28,Mississippi,2,2,19137
2013,29,Missouri,2,2,36587
2013,30,Montana,2,2,6055
2013,31,Nebraska,2,2,12736
2013,32,Nevada,2,2,17334
2013,33,New Hampshire,2,2,6487
2013,34,New Jersey,2,2,53082
2013,35,New Mexico,2,2,13929
2013,36,New York,2,2,117442
2013,37,North Carolina,2,2,59298
2013,38,North Dakota,2,2,4770
2013,39,Ohio,2,2,66988
2013,40,Oklahoma,2,2,25986
2013,41,Oregon,2,2,22609
2013,42,Pennsylvania,2,2,70365
2013,44,Rhode Island,2,2,5297
2013,45,South Carolina,2,2,28218
2013,46,South Dakota,2,2,5786
2013,47,Tennessee,2,2,38784
2013,48,Texas,2,2,191503
2013,49,Utah,2,2,24493
2013,50,Vermont,2,2,2949
2013,51,Virginia,2,2,50285
2013,53,Washington,2,2,43614
2013,54,West Virginia,2,2,10063
2013,55,Wisconsin,2,2,33533
2013,56,Wyoming,2,2,3754
2013,1,Alabama,1,3,30629
2013,2,Alaska,1,3,5474
2013,4,Arizona,1,3,44979
2013,5,Arkansas,1,3,19640
2013,6,California,1,3,255651
2013,8,Colorado,1,3,34736
2013,9,Connecticut,1,3,19825
2013,10,Delaware,1,3,5736
2013,11,District of Columbia,1,3,4003
2013,12,Florida,1,3,109692
2013,13,Georgia,1,3,69316
2013,15,Hawaii,1,3,9012
2013,16,Idaho,1,3,11780
2013,17,Illinois,1,3,82394
2013,18,Indiana,1,3,43415
2013,19,Iowa,1,3,20109
2013,20,Kansas,1,3,20820
2013,21,Kentucky,1,3,28367
2013,22,Louisiana,1,3,31415
2013,23,Maine,1,3,6838
2013,24,Maryland,1,3,37491
2013,25,Massachusetts,1,3,37143
2013,26,Michigan,1,3,59243
2013,27,Minnesota,1,3,35708
2013,28,Mississippi,1,3,20349
2013,29,Missouri,1,3,39023
2013,30,Montana,1,3,6152
2013,31,Nebraska,1,3,13459
2013,32,Nevada,1,3,18394
2013,33,New Hampshire,1,3,6587
2013,34,New Jersey,1,3,54617
2013,35,New Mexico,1,3,14348
2013,36,New York,1,3,118344
2013,37,North Carolina,1,3,63586
2013,38,North Dakota,1,3,4851
2013,39,Ohio,1,3,70959
2013,40,Oklahoma,1,3,27229
2013,41,Oregon,1,3,23763
2013,42,Pennsylvania,1,3,73007
2013,44,Rhode Island,1,3,5543
2013,45,South Carolina,1,3,29914
2013,46,South Dakota,1,3,6158
2013,47,Tennessee,1,3,41218
2013,48,Texas,1,3,200310
2013,49,Utah,1,3,26312
2013,50,Vermont,1,3,3175
2013,51,Virginia,1,3,52229
2013,53,Washington,1,3,45345
2013,54,West Virginia,1,3,10266
2013,55,Wisconsin,1,3,35595
2013,56,Wyoming,1,3,3936
2013,1,Alabama,2,3,29603
2013,2,Alaska,2,3,5057
2013,4,Arizona,2,3,43216
2013,5,Arkansas,2,3,18651
2013,6,California,2,3,245779
2013,8,Colorado,2,3,33174
2013,9,Connecticut,2,3,18871
2013,10,Delaware,2,3,5489
2013,11,District of Columbia,2,3,3779
2013,12,Florida,2,3,105645
2013,13,Georgia,2,3,66276
2013,15,Hawaii,2,3,8684
2013,16,Idaho,2,3,11332
2013,17,Illinois,2,3,78927
2013,18,Indiana,2,3,41456
2013,19,Iowa,2,3,19543
2013,20,Kansas,2,3,19918
2013,21,Kentucky,2,3,26976
2013,22,Louisiana,2,3,30541
2013,23,Maine,2,3,6376
2013,24,Maryland,2,3,35769
2013,25,Massachusetts,2,3,35350
2013,26,Michigan,2,3,56448
2013,27,Minnesota,2,3,34360
2013,28,Mississippi,2,3,19630
2013,29,Missouri,2,3,36803
2013,30,Montana,2,3,6149
2013,31,Nebraska,2,3,12796
2013,32,Nevada,2,3,17733
2013,33,New Hampshire,2,3,6415
2013,34,New Jersey,2,3,52550
2013,35,New Mexico,2,3,13781
2013,36,New York,2,3,113308
2013,37,North Carolina,2,3,60882
2013,38,North Dakota,2,3,4620
2013,39,Ohio,2,3,68233
2013,40,Oklahoma,2,3,26288
2013,41,Oregon,2,3,22517
2013,42,Pennsylvania,2,3,69785
2013,44,Rhode Island,2,3,5390
2013,45,South Carolina,2,3,29497
2013,46,South Dakota,2,3,5756
2013,47,Tennessee,2,3,39280
2013,48,Texas,2,3,192653
2013,49,Utah,2,3,24940
2013,50,Vermont,2,3,2828
2013,51,Virginia,2,3,49835
2013,53,Washington,2,3,43577
2013,54,West Virginia,2,3,10080
2013,55,Wisconsin,2,3,33914
2013,56,Wyoming,2,3,3880
2013,1,Alabama,1,4,30577
2013,2,Alaska,1,4,5522
2013,4,Arizona,1,4,45361
2013,5,Arkansas,1,4,19715
2013,6,California,1,4,253680
2013,8,Colorado,1,4,35026
2013,9,Connecticut,1,4,20199
2013,10,Delaware,1,4,5610
2013,11,District of Columbia,1,4,3415
2013,12,Florida,1,4,109478
2013,13,Georgia,1,4,69023
2013,15,Hawaii,1,4,9080
2013,16,Idaho,1,4,12188
2013,17,Illinois,1,4,82211
2013,18,Indiana,1,4,43672
2013,19,Iowa,1,4,20510
2013,20,Kansas,1,4,20621
2013,21,Kentucky,1,4,27885
2013,22,Louisiana,1,4,31787
2013,23,Maine,1,4,6863
2013,24,Maryland,1,4,37302
2013,25,Massachusetts,1,4,37017
2013,26,Michigan,1,4,59412
2013,27,Minnesota,1,4,36022
2013,28,Mississippi,1,4,20738
2013,29,Missouri,1,4,38932
2013,30,Montana,1,4,6479
2013,31,Nebraska,1,4,13497
2013,32,Nevada,1,4,18680
2013,33,New Hampshire,1,4,6853
2013,34,New Jersey,1,4,54303
2013,35,New Mexico,1,4,14284
2013,36,New York,1,4,115615
2013,37,North Carolina,1,4,63948
2013,38,North Dakota,1,4,4950
2013,39,Ohio,1,4,72119
2013,40,Oklahoma,1,4,27235
2013,41,Oregon,1,4,24210
2013,42,Pennsylvania,1,4,73555
2013,44,Rhode Island,1,4,5609
2013,45,South Carolina,1,4,30442
2013,46,South Dakota,1,4,6142
2013,47,Tennessee,1,4,41185
2013,48,Texas,1,4,199605
2013,49,Utah,1,4,26756
2013,50,Vermont,1,4,3215
2013,51,Virginia,1,4,51560
2013,53,Washington,1,4,45446
2013,54,West Virginia,1,4,10429
2013,55,Wisconsin,1,4,35888
2013,56,Wyoming,1,4,4102
2013,1,Alabama,2,4,29334
2013,2,Alaska,2,4,5209
2013,4,Arizona,2,4,43590
2013,5,Arkansas,2,4,19047
2013,6,California,2,4,243885
2013,8,Colorado,2,4,33502
2013,9,Connecticut,2,4,19321
2013,10,Delaware,2,4,5388
2013,11,District of Columbia,2,4,3342
2013,12,Florida,2,4,104744
2013,13,Georgia,2,4,66299
2013,15,Hawaii,2,4,8544
2013,16,Idaho,2,4,11633
2013,17,Illinois,2,4,79277
2013,18,Indiana,2,4,41801
2013,19,Iowa,2,4,19514
2013,20,Kansas,2,4,19787
2013,21,Kentucky,2,4,27043
2013,22,Louisiana,2,4,30432
2013,23,Maine,2,4,6622
2013,24,Maryland,2,4,35840
2013,25,Massachusetts,2,4,35393
2013,26,Michigan,2,4,56997
2013,27,Minnesota,2,4,34155
2013,28,Mississippi,2,4,20001
2013,29,Missouri,2,4,37228
2013,30,Montana,2,4,6078
2013,31,Nebraska,2,4,12880
2013,32,Nevada,2,4,17920
2013,33,New Hampshire,2,4,6612
2013,34,New Jersey,2,4,52015
2013,35,New Mexico,2,4,13748
2013,36,New York,2,4,110434
2013,37,North Carolina,2,4,61626
2013,38,North Dakota,2,4,4694
2013,39,Ohio,2,4,69279
2013,40,Oklahoma,2,4,26251
2013,41,Oregon,2,4,22823
2013,42,Pennsylvania,2,4,70366
2013,44,Rhode Island,2,4,5334
2013,45,South Carolina,2,4,29819
2013,46,South Dakota,2,4,5802
2013,47,Tennessee,2,4,39888
2013,48,Texas,2,4,192021
2013,49,Utah,2,4,25520
2013,50,Vermont,2,4,2973
2013,51,Virginia,2,4,49737
2013,53,Washington,2,4,43929
2013,54,West Virginia,2,4,10014
2013,55,Wisconsin,2,4,34530
2013,56,Wyoming,2,4,3873
2013,1,Alabama,1,5,31547
2013,2,Alaska,1,5,5553
2013,4,Arizona,1,5,47002
2013,5,Arkansas,1,5,20393
2013,6,California,1,5,264483
2013,8,Colorado,1,5,36304
2013,9,Connecticut,1,5,20994
2013,10,Delaware,1,5,5665
2013,11,District of Columbia,1,5,3357
2013,12,Florida,1,5,114705
2013,13,Georgia,1,5,71903
2013,15,Hawaii,1,5,9147
2013,16,Idaho,1,5,12655
2013,17,Illinois,1,5,84708
2013,18,Indiana,1,5,45023
2013,19,Iowa,1,5,21040
2013,20,Kansas,1,5,21218
2013,21,Kentucky,1,5,29127
2013,22,Louisiana,1,5,32462
2013,23,Maine,1,5,7196
2013,24,Maryland,1,5,38303
2013,25,Massachusetts,1,5,38588
2013,26,Michigan,1,5,61247
2013,27,Minnesota,1,5,36749
2013,28,Mississippi,1,5,21723
2013,29,Missouri,1,5,40086
2013,30,Montana,1,5,6589
2013,31,Nebraska,1,5,13852
2013,32,Nevada,1,5,19599
2013,33,New Hampshire,1,5,7146
2013,34,New Jersey,1,5,55791
2013,35,New Mexico,1,5,15064
2013,36,New York,1,5,117736
2013,37,North Carolina,1,5,66077
2013,38,North Dakota,1,5,4982
2013,39,Ohio,1,5,73800
2013,40,Oklahoma,1,5,27821
2013,41,Oregon,1,5,24715
2013,42,Pennsylvania,1,5,75859
2013,44,Rhode Island,1,5,5910
2013,45,South Carolina,1,5,31344
2013,46,South Dakota,1,5,6341
2013,47,Tennessee,1,5,42896
2013,48,Texas,1,5,205240
2013,49,Utah,1,5,27169
2013,50,Vermont,1,5,3281
2013,51,Virginia,1,5,53455
2013,53,Washington,1,5,46665
2013,54,West Virginia,1,5,10929
2013,55,Wisconsin,1,5,37087
2013,56,Wyoming,1,5,4199
2013,1,Alabama,2,5,30424
2013,2,Alaska,2,5,5208
2013,4,Arizona,2,5,45691
2013,5,Arkansas,2,5,19652
2013,6,California,2,5,252421
2013,8,Colorado,2,5,34314
2013,9,Connecticut,2,5,20174
2013,10,Delaware,2,5,5649
2013,11,District of Columbia,2,5,3325
2013,12,Florida,2,5,109379
2013,13,Georgia,2,5,68782
2013,15,Hawaii,2,5,8676
2013,16,Idaho,2,5,11903
2013,17,Illinois,2,5,82172
2013,18,Indiana,2,5,43079
2013,19,Iowa,2,5,20250
2013,20,Kansas,2,5,20305
2013,21,Kentucky,2,5,28131
2013,22,Louisiana,2,5,31625
2013,23,Maine,2,5,6822
2013,24,Maryland,2,5,37063
2013,25,Massachusetts,2,5,36566
2013,26,Michigan,2,5,58721
2013,27,Minnesota,2,5,35891
2013,28,Mississippi,2,5,21116
2013,29,Missouri,2,5,38412
2013,30,Montana,2,5,6187
2013,31,Nebraska,2,5,13009
2013,32,Nevada,2,5,18636
2013,33,New Hampshire,2,5,6803
2013,34,New Jersey,2,5,53903
2013,35,New Mexico,2,5,14248
2013,36,New York,2,5,112891
2013,37,North Carolina,2,5,63259
2013,38,North Dakota,2,5,4737
2013,39,Ohio,2,5,71182
2013,40,Oklahoma,2,5,26655
2013,41,Oregon,2,5,23606
2013,42,Pennsylvania,2,5,72268
2013,44,Rhode Island,2,5,5678
2013,45,South Carolina,2,5,30546
2013,46,South Dakota,2,5,5972
2013,47,Tennessee,2,5,41405
2013,48,Texas,2,5,196682
2013,49,Utah,2,5,25963
2013,50,Vermont,2,5,3225
2013,51,Virginia,2,5,51631
2013,53,Washington,2,5,44538
2013,54,West Virginia,2,5,10376
2013,55,Wisconsin,2,5,35384
2013,56,Wyoming,2,5,4148
2013,1,Alabama,1,6,31732
2013,2,Alaska,1,6,5440
2013,4,Arizona,1,6,47570
2013,5,Arkansas,1,6,20837
2013,6,California,1,6,265606
2013,8,Colorado,1,6,36507
2013,9,Connecticut,1,6,21430
2013,10,Delaware,1,6,5704
2013,11,District of Columbia,1,6,3265
2013,12,Florida,1,6,115415
2013,13,Georgia,1,6,72419
2013,15,Hawaii,1,6,9015
2013,16,Idaho,1,6,12745
2013,17,Illinois,1,6,85156
2013,18,Indiana,1,6,45468
2013,19,Iowa,1,6,21238
2013,20,Kansas,1,6,21208
2013,21,Kentucky,1,6,29228
2013,22,Louisiana,1,6,32829
2013,23,Maine,1,6,7333
2013,24,Maryland,1,6,38660
2013,25,Massachusetts,1,6,38499
2013,26,Michigan,1,6,62471
2013,27,Minnesota,1,6,37334
2013,28,Mississippi,1,6,22343
2013,29,Missouri,1,6,40077
2013,30,Montana,1,6,6687
2013,31,Nebraska,1,6,13680
2013,32,Nevada,1,6,19470
2013,33,New Hampshire,1,6,7308
2013,34,New Jersey,1,6,56496
2013,35,New Mexico,1,6,14966
2013,36,New York,1,6,117976
2013,37,North Carolina,1,6,66575
2013,38,North Dakota,1,6,4945
2013,39,Ohio,1,6,74978
2013,40,Oklahoma,1,6,27791
2013,41,Oregon,1,6,24820
2013,42,Pennsylvania,1,6,76094
2013,44,Rhode Island,1,6,5868
2013,45,South Carolina,1,6,31797
2013,46,South Dakota,1,6,6293
2013,47,Tennessee,1,6,43073
2013,48,Texas,1,6,204653
2013,49,Utah,1,6,27396
2013,50,Vermont,1,6,3454
2013,51,Virginia,1,6,53785
2013,53,Washington,1,6,46596
2013,54,West Virginia,1,6,10808
2013,55,Wisconsin,1,6,37584
2013,56,Wyoming,1,6,4300
2013,1,Alabama,2,6,30382
2013,2,Alaska,2,6,5131
2013,4,Arizona,2,6,46115
2013,5,Arkansas,2,6,19751
2013,6,California,2,6,253016
2013,8,Colorado,2,6,34837
2013,9,Connecticut,2,6,20842
2013,10,Delaware,2,6,5677
2013,11,District of Columbia,2,6,3119
2013,12,Florida,2,6,110625
2013,13,Georgia,2,6,69680
2013,15,Hawaii,2,6,8381
2013,16,Idaho,2,6,12040
2013,17,Illinois,2,6,82819
2013,18,Indiana,2,6,43719
2013,19,Iowa,2,6,20292
2013,20,Kansas,2,6,20091
2013,21,Kentucky,2,6,28053
2013,22,Louisiana,2,6,31533
2013,23,Maine,2,6,6942
2013,24,Maryland,2,6,36588
2013,25,Massachusetts,2,6,36968
2013,26,Michigan,2,6,59570
2013,27,Minnesota,2,6,35850
2013,28,Mississippi,2,6,21076
2013,29,Missouri,2,6,38704
2013,30,Montana,2,6,6361
2013,31,Nebraska,2,6,13088
2013,32,Nevada,2,6,18740
2013,33,New Hampshire,2,6,7174
2013,34,New Jersey,2,6,54636
2013,35,New Mexico,2,6,14261
2013,36,New York,2,6,112490
2013,37,North Carolina,2,6,63481
2013,38,North Dakota,2,6,4763
2013,39,Ohio,2,6,71775
2013,40,Oklahoma,2,6,26816
2013,41,Oregon,2,6,23830
2013,42,Pennsylvania,2,6,72725
2013,44,Rhode Island,2,6,5675
2013,45,South Carolina,2,6,30782
2013,46,South Dakota,2,6,5986
2013,47,Tennessee,2,6,41121
2013,48,Texas,2,6,196178
2013,49,Utah,2,6,25445
2013,50,Vermont,2,6,3295
2013,51,Virginia,2,6,51192
2013,53,Washington,2,6,44190
2013,54,West Virginia,2,6,10383
2013,55,Wisconsin,2,6,36005
2013,56,Wyoming,2,6,3979
2013,1,Alabama,1,7,31228
2013,2,Alaska,1,7,5439
2013,4,Arizona,1,7,47222
2013,5,Arkansas,1,7,20428
2013,6,California,1,7,261159
2013,8,Colorado,1,7,36619
2013,9,Connecticut,1,7,22060
2013,10,Delaware,1,7,5726
2013,11,District of Columbia,1,7,2942
2013,12,Florida,1,7,114354
2013,13,Georgia,1,7,71960
2013,15,Hawaii,1,7,8822
2013,16,Idaho,1,7,12659
2013,17,Illinois,1,7,85799
2013,18,Indiana,1,7,45249
2013,19,Iowa,1,7,21106
2013,20,Kansas,1,7,20712
2013,21,Kentucky,1,7,29090
2013,22,Louisiana,1,7,31914
2013,23,Maine,1,7,7499
2013,24,Maryland,1,7,37885
2013,25,Massachusetts,1,7,38531
2013,26,Michigan,1,7,62774
2013,27,Minnesota,1,7,36810
2013,28,Mississippi,1,7,21286
2013,29,Missouri,1,7,40174
2013,30,Montana,1,7,6571
2013,31,Nebraska,1,7,13622
2013,32,Nevada,1,7,19100
2013,33,New Hampshire,1,7,7553
2013,34,New Jersey,1,7,56835
2013,35,New Mexico,1,7,14705
2013,36,New York,1,7,117097
2013,37,North Carolina,1,7,65792
2013,38,North Dakota,1,7,4804
2013,39,Ohio,1,7,75013
2013,40,Oklahoma,1,7,27260
2013,41,Oregon,1,7,24505
2013,42,Pennsylvania,1,7,76599
2013,44,Rhode Island,1,7,6068
2013,45,South Carolina,1,7,31042
2013,46,South Dakota,1,7,6160
2013,47,Tennessee,1,7,42631
2013,48,Texas,1,7,203361
2013,49,Utah,1,7,26823
2013,50,Vermont,1,7,3358
2013,51,Virginia,1,7,53456
2013,53,Washington,1,7,45469
2013,54,West Virginia,1,7,10804
2013,55,Wisconsin,1,7,37602
2013,56,Wyoming,1,7,4164
2013,1,Alabama,2,7,30068
2013,2,Alaska,2,7,5075
2013,4,Arizona,2,7,44962
2013,5,Arkansas,2,7,19669
2013,6,California,2,7,250134
2013,8,Colorado,2,7,34792
2013,9,Connecticut,2,7,21037
2013,10,Delaware,2,7,5622
2013,11,District of Columbia,2,7,2928
2013,12,Florida,2,7,109671
2013,13,Georgia,2,7,68990
2013,15,Hawaii,2,7,8241
2013,16,Idaho,2,7,11888
2013,17,Illinois,2,7,82191
2013,18,Indiana,2,7,43201
2013,19,Iowa,2,7,20122
2013,20,Kansas,2,7,20031
2013,21,Kentucky,2,7,27661
2013,22,Louisiana,2,7,30558
2013,23,Maine,2,7,7006
2013,24,Maryland,2,7,36530
2013,25,Massachusetts,2,7,37129
2013,26,Michigan,2,7,59880
2013,27,Minnesota,2,7,35460
2013,28,Mississippi,2,7,20429
2013,29,Missouri,2,7,38525
2013,30,Montana,2,7,6074
2013,31,Nebraska,2,7,12929
2013,32,Nevada,2,7,18236
2013,33,New Hampshire,2,7,7225
2013,34,New Jersey,2,7,54127
2013,35,New Mexico,2,7,14101
2013,36,New York,2,7,111851
2013,37,North Carolina,2,7,63222
2013,38,North Dakota,2,7,4567
2013,39,Ohio,2,7,72208
2013,40,Oklahoma,2,7,26107
2013,41,Oregon,2,7,23427
2013,42,Pennsylvania,2,7,72623
2013,44,Rhode Island,2,7,5788
2013,45,South Carolina,2,7,29927
2013,46,South Dakota,2,7,5842
2013,47,Tennessee,2,7,41080
2013,48,Texas,2,7,195299
2013,49,Utah,2,7,25236
2013,50,Vermont,2,7,3252
2013,51,Virginia,2,7,50871
2013,53,Washington,2,7,43227
2013,54,West Virginia,2,7,10189
2013,55,Wisconsin,2,7,35644
2013,56,Wyoming,2,7,3922
2013,1,Alabama,1,8,31030
2013,2,Alaska,1,8,5146
2013,4,Arizona,1,8,46669
2013,5,Arkansas,1,8,20354
2013,6,California,1,8,259853
2013,8,Colorado,1,8,36267
2013,9,Connecticut,1,8,22313
2013,10,Delaware,1,8,5667
2013,11,District of Columbia,1,8,2833
2013,12,Florida,1,8,113956
2013,13,Georgia,1,8,71336
2013,15,Hawaii,1,8,8779
2013,16,Idaho,1,8,12645
2013,17,Illinois,1,8,86264
2013,18,Indiana,1,8,45468
2013,19,Iowa,1,8,20680
2013,20,Kansas,1,8,20789
2013,21,Kentucky,1,8,28759
2013,22,Louisiana,1,8,31394
2013,23,Maine,1,8,7544
2013,24,Maryland,1,8,37501
2013,25,Massachusetts,1,8,39102
2013,26,Michigan,1,8,63531
2013,27,Minnesota,1,8,36804
2013,28,Mississippi,1,8,21138
2013,29,Missouri,1,8,39673
2013,30,Montana,1,8,6391
2013,31,Nebraska,1,8,13516
2013,32,Nevada,1,8,18740
2013,33,New Hampshire,1,8,7613
2013,34,New Jersey,1,8,57206
2013,35,New Mexico,1,8,14673
2013,36,New York,1,8,117718
2013,37,North Carolina,1,8,65255
2013,38,North Dakota,1,8,4727
2013,39,Ohio,1,8,74591
2013,40,Oklahoma,1,8,27350
2013,41,Oregon,1,8,24259
2013,42,Pennsylvania,1,8,76162
2013,44,Rhode Island,1,8,6089
2013,45,South Carolina,1,8,30652
2013,46,South Dakota,1,8,6052
2013,47,Tennessee,1,8,41865
2013,48,Texas,1,8,202905
2013,49,Utah,1,8,26524
2013,50,Vermont,1,8,3531
2013,51,Virginia,1,8,53215
2013,53,Washington,1,8,45119
2013,54,West Virginia,1,8,10913
2013,55,Wisconsin,1,8,37323
2013,56,Wyoming,1,8,3985
2013,1,Alabama,2,8,29793
2013,2,Alaska,2,8,5011
2013,4,Arizona,2,8,44690
2013,5,Arkansas,2,8,19367
2013,6,California,2,8,248815
2013,8,Colorado,2,8,34784
2013,9,Connecticut,2,8,21452
2013,10,Delaware,2,8,5662
2013,11,District of Columbia,2,8,2808
2013,12,Florida,2,8,108547
2013,13,Georgia,2,8,68808
2013,15,Hawaii,2,8,8324
2013,16,Idaho,2,8,12116
2013,17,Illinois,2,8,82335
2013,18,Indiana,2,8,42961
2013,19,Iowa,2,8,19814
2013,20,Kansas,2,8,19723
2013,21,Kentucky,2,8,27744
2013,22,Louisiana,2,8,30105
2013,23,Maine,2,8,7201
2013,24,Maryland,2,8,36435
2013,25,Massachusetts,2,8,37593
2013,26,Michigan,2,8,60288
2013,27,Minnesota,2,8,35593
2013,28,Mississippi,2,8,20099
2013,29,Missouri,2,8,38192
2013,30,Montana,2,8,6088
2013,31,Nebraska,2,8,12851
2013,32,Nevada,2,8,18141
2013,33,New Hampshire,2,8,7374
2013,34,New Jersey,2,8,54776
2013,35,New Mexico,2,8,14069
2013,36,New York,2,8,112210
2013,37,North Carolina,2,8,62973
2013,38,North Dakota,2,8,4397
2013,39,Ohio,2,8,71744
2013,40,Oklahoma,2,8,25984
2013,41,Oregon,2,8,23260
