Year,STATE,NAME,SEX,AGE,Population
2010,40,Oklahoma,2,68,15880
2010,41,Oregon,2,68,16652
2010,42,Pennsylvania,2,68,56956
2010,44,Rhode Island,2,68,4304
2010,45,South Carolina,2,68,21580
2010,46,South Dakota,2,68,3091
2010,47,Tennessee,2,68,27967
2010,48,Texas,2,68,83857
2010,49,Utah,2,68,7753
2010,50,Vermont,2,68,2733
2010,51,Virginia,2,68,31851
2010,53,Washington,2,68,25852
2010,54,West Virginia,2,68,9090
2010,55,Wisconsin,2,68,22706
2010,56,Wyoming,2,68,2137
2010,1,Alabama,1,69,16966
2010,2,Alaska,1,69,1906
2010,4,Arizona,1,69,23739
2010,5,Arkansas,1,69,11094
2010,6,California,1,69,104411
2010,8,Colorado,1,69,14662
2010,9,Connecticut,1,69,11427
2010,10,Delaware,1,69,3393
2010,11,District of Columbia,1,69,1616
2010,12,Florida,1,69,80462
2010,13,Georgia,1,69,28241
2010,15,Hawaii,1,69,4742
2010,16,Idaho,1,69,5440
2010,17,Illinois,1,69,38662
2010,18,Indiana,1,69,21067
2010,19,Iowa,1,69,10591
2010,20,Kansas,1,69,8735
2010,21,Kentucky,1,69,15356
2010,22,Louisiana,1,69,14283
2010,23,Maine,1,69,5276
2010,24,Maryland,1,69,17600
2010,25,Massachusetts,1,69,20382
2010,26,Michigan,1,69,33763
2010,27,Minnesota,1,69,16856
2010,28,Mississippi,1,69,9767
2010,29,Missouri,1,69,21334
2010,30,Montana,1,69,4108
2010,31,Nebraska,1,69,5592
2010,32,Nevada,1,69,9809
2010,33,New Hampshire,1,69,4589
2010,34,New Jersey,1,69,27068
2010,35,New Mexico,1,69,7310
2010,36,New York,1,69,60090
2010,37,North Carolina,1,69,32431
2010,38,North Dakota,1,69,2193
2010,39,Ohio,1,69,39081
2010,40,Oklahoma,1,69,13166
2010,41,Oregon,1,69,13990
2010,42,Pennsylvania,1,69,44782
2010,44,Rhode Island,1,69,3278
2010,45,South Carolina,1,69,17540
2010,46,South Dakota,1,69,2772
2010,47,Tennessee,1,69,22853
2010,48,Texas,1,69,69287
2010,49,Utah,1,69,6530
2010,50,Vermont,1,69,2422
2010,51,Virginia,1,69,25725
2010,53,Washington,1,69,22005
2010,54,West Virginia,1,69,7782
2010,55,Wisconsin,1,69,18676
2010,56,Wyoming,1,69,1936
2010,1,Alabama,2,69,19734
2010,2,Alaska,2,69,1730
2010,4,Arizona,2,69,26666
2010,5,Arkansas,2,69,12763
2010,6,California,2,69,121400
2010,8,Colorado,2,69,16239
2010,9,Connecticut,2,69,13328
2010,10,Delaware,2,69,3975
2010,11,District of Columbia,2,69,2036
2010,12,Florida,2,69,92880
2010,13,Georgia,2,69,32829
2010,15,Hawaii,2,69,5144
2010,16,Idaho,2,69,5726
2010,17,Illinois,2,69,45702
2010,18,Indiana,2,69,24426
2010,19,Iowa,2,69,11812
2010,20,Kansas,2,69,10076
2010,21,Kentucky,2,69,17753
2010,22,Louisiana,2,69,17051
2010,23,Maine,2,69,5708
2010,24,Maryland,2,69,20981
2010,25,Massachusetts,2,69,24159
2010,26,Michigan,2,69,38479
2010,27,Minnesota,2,69,18735
2010,28,Mississippi,2,69,11671
2010,29,Missouri,2,69,24313
2010,30,Montana,2,69,4146
2010,31,Nebraska,2,69,6426
2010,32,Nevada,2,69,10158
2010,33,New Hampshire,2,69,4971
2010,34,New Jersey,2,69,32921
2010,35,New Mexico,2,69,8061
2010,36,New York,2,69,73739
2010,37,North Carolina,2,69,37662
2010,38,North Dakota,2,69,2346
2010,39,Ohio,2,69,46233
2010,40,Oklahoma,2,69,15033
2010,41,Oregon,2,69,15268
2010,42,Pennsylvania,2,69,52243
2010,44,Rhode Island,2,69,3932
2010,45,South Carolina,2,69,20191
2010,46,South Dakota,2,69,2880
2010,47,Tennessee,2,69,26172
2010,48,Texas,2,69,79230
2010,49,Utah,2,69,7245
2010,50,Vermont,2,69,2596
2010,51,Virginia,2,69,29409
2010,53,Washington,2,69,23522
2010,54,West Virginia,2,69,8578
2010,55,Wisconsin,2,69,20790
2010,56,Wyoming,2,69,1979
2010,1,Alabama,1,70,16251
2010,2,Alaska,1,70,1679
2010,4,Arizona,1,70,22866
2010,5,Arkansas,1,70,10795
2010,6,California,1,70,100602
2010,8,Colorado,1,70,13732
2010,9,Connecticut,1,70,10592
2010,10,Delaware,1,70,3159
2010,11,District of Columbia,1,70,1552
2010,12,Florida,1,70,77983
2010,13,Georgia,1,70,26489
2010,15,Hawaii,1,70,4567
2010,16,Idaho,1,70,5197
2010,17,Illinois,1,70,36121
2010,18,Indiana,1,70,19731
2010,19,Iowa,1,70,10041
2010,20,Kansas,1,70,8365
2010,21,Kentucky,1,70,14483
2010,22,Louisiana,1,70,13655
2010,23,Maine,1,70,4881
2010,24,Maryland,1,70,16465
2010,25,Massachusetts,1,70,18977
2010,26,Michigan,1,70,31651
2010,27,Minnesota,1,70,15845
2010,28,Mississippi,1,70,9386
2010,29,Missouri,1,70,19787
2010,30,Montana,1,70,3856
2010,31,Nebraska,1,70,5423
2010,32,Nevada,1,70,9447
2010,33,New Hampshire,1,70,4300
2010,34,New Jersey,1,70,25695
2010,35,New Mexico,1,70,6936
2010,36,New York,1,70,57786
2010,37,North Carolina,1,70,30466
2010,38,North Dakota,1,70,2037
2010,39,Ohio,1,70,36678
2010,40,Oklahoma,1,70,12631
2010,41,Oregon,1,70,13334
2010,42,Pennsylvania,1,70,41980
2010,44,Rhode Island,1,70,3130
2010,45,South Carolina,1,70,16501
2010,46,South Dakota,1,70,2655
2010,47,Tennessee,1,70,21615
2010,48,Texas,1,70,64964
2010,49,Utah,1,70,6155
2010,50,Vermont,1,70,2198
2010,51,Virginia,1,70,24151
2010,53,Washington,1,70,20518
2010,54,West Virginia,1,70,7305
2010,55,Wisconsin,1,70,17625
2010,56,Wyoming,1,70,1838
2010,1,Alabama,2,70,19387
2010,2,Alaska,2,70,1560
2010,4,Arizona,2,70,25504
2010,5,Arkansas,2,70,12135
2010,6,California,2,70,117398
2010,8,Colorado,2,70,15273
2010,9,Connecticut,2,70,12703
2010,10,Delaware,2,70,3664
2010,11,District of Columbia,2,70,1998
2010,12,Florida,2,70,89693
2010,13,Georgia,2,70,31330
2010,15,Hawaii,2,70,5071
2010,16,Idaho,2,70,5347
2010,17,Illinois,2,70,43541
2010,18,Indiana,2,70,23019
2010,19,Iowa,2,70,11465
2010,20,Kansas,2,70,9579
2010,21,Kentucky,2,70,16842
2010,22,Louisiana,2,70,16323
2010,23,Maine,2,70,5523
2010,24,Maryland,2,70,19694
2010,25,Massachusetts,2,70,22951
2010,26,Michigan,2,70,36145
2010,27,Minnesota,2,70,17740
2010,28,Mississippi,2,70,11335
2010,29,Missouri,2,70,22957
2010,30,Montana,2,70,3868
2010,31,Nebraska,2,70,6131
2010,32,Nevada,2,70,9695
2010,33,New Hampshire,2,70,4640
2010,34,New Jersey,2,70,31580
2010,35,New Mexico,2,70,7757
2010,36,New York,2,70,71958
2010,37,North Carolina,2,70,35654
2010,38,North Dakota,2,70,2253
2010,39,Ohio,2,70,43946
2010,40,Oklahoma,2,70,14541
2010,41,Oregon,2,70,14203
2010,42,Pennsylvania,2,70,49732
2010,44,Rhode Island,2,70,3701
2010,45,South Carolina,2,70,18933
2010,46,South Dakota,2,70,2841
2010,47,Tennessee,2,70,25151
2010,48,Texas,2,70,74684
2010,49,Utah,2,70,6913
2010,50,Vermont,2,70,2392
2010,51,Virginia,2,70,27946
2010,53,Washington,2,70,22059
2010,54,West Virginia,2,70,8281
2010,55,Wisconsin,2,70,19580
2010,56,Wyoming,2,70,1889
2010,1,Alabama,1,71,15314
2010,2,Alaska,1,71,1428
2010,4,Arizona,1,71,21752
2010,5,Arkansas,1,71,9926
2010,6,California,1,71,94338
2010,8,Colorado,1,71,12839
2010,9,Connecticut,1,71,10033
2010,10,Delaware,1,71,3078
2010,11,District of Columbia,1,71,1440
2010,12,Florida,1,71,75204
2010,13,Georgia,1,71,24384
2010,15,Hawaii,1,71,4108
2010,16,Idaho,1,71,5006
2010,17,Illinois,1,71,34631
2010,18,Indiana,1,71,18896
2010,19,Iowa,1,71,9613
2010,20,Kansas,1,71,8023
2010,21,Kentucky,1,71,13843
2010,22,Louisiana,1,71,12840
2010,23,Maine,1,71,4672
2010,24,Maryland,1,71,15447
2010,25,Massachusetts,1,71,18039
2010,26,Michigan,1,71,30223
2010,27,Minnesota,1,71,15256
2010,28,Mississippi,1,71,9072
2010,29,Missouri,1,71,18978
2010,30,Montana,1,71,3632
2010,31,Nebraska,1,71,5252
2010,32,Nevada,1,71,8786
2010,33,New Hampshire,1,71,4001
2010,34,New Jersey,1,71,24453
2010,35,New Mexico,1,71,6599
2010,36,New York,1,71,54275
2010,37,North Carolina,1,71,28359
2010,38,North Dakota,1,71,1987
2010,39,Ohio,1,71,35369
2010,40,Oklahoma,1,71,11828
2010,41,Oregon,1,71,12380
2010,42,Pennsylvania,1,71,40551
2010,44,Rhode Island,1,71,2919
2010,45,South Carolina,1,71,15208
2010,46,South Dakota,1,71,2460
2010,47,Tennessee,1,71,20363
2010,48,Texas,1,71,60530
2010,49,Utah,1,71,5894
2010,50,Vermont,1,71,2038
2010,51,Virginia,1,71,22700
2010,53,Washington,1,71,19123
2010,54,West Virginia,1,71,7191
2010,55,Wisconsin,1,71,17191
2010,56,Wyoming,1,71,1791
2010,1,Alabama,2,71,18488
2010,2,Alaska,2,71,1374
2010,4,Arizona,2,71,23844
2010,5,Arkansas,2,71,11410
2010,6,California,2,71,110437
2010,8,Colorado,2,71,14448
2010,9,Connecticut,2,71,12124
2010,10,Delaware,2,71,3483
2010,11,District of Columbia,2,71,1835
2010,12,Florida,2,71,85755
2010,13,Georgia,2,71,29240
2010,15,Hawaii,2,71,4606
2010,16,Idaho,2,71,5008
2010,17,Illinois,2,71,42104
2010,18,Indiana,2,71,22150
2010,19,Iowa,2,71,11073
2010,20,Kansas,2,71,9200
2010,21,Kentucky,2,71,16072
2010,22,Louisiana,2,71,15400
2010,23,Maine,2,71,5274
2010,24,Maryland,2,71,18539
2010,25,Massachusetts,2,71,21861
2010,26,Michigan,2,71,34372
2010,27,Minnesota,2,71,16878
2010,28,Mississippi,2,71,10775
2010,29,Missouri,2,71,22022
2010,30,Montana,2,71,3634
2010,31,Nebraska,2,71,5951
2010,32,Nevada,2,71,8894
2010,33,New Hampshire,2,71,4281
2010,34,New Jersey,2,71,29869
2010,35,New Mexico,2,71,7452
2010,36,New York,2,71,67934
2010,37,North Carolina,2,71,33508
2010,38,North Dakota,2,71,2262
2010,39,Ohio,2,71,42391
2010,40,Oklahoma,2,71,13736
2010,41,Oregon,2,71,13412
2010,42,Pennsylvania,2,71,48045
2010,44,Rhode Island,2,71,3500
2010,45,South Carolina,2,71,17379
2010,46,South Dakota,2,71,2801
2010,47,Tennessee,2,71,23518
2010,48,Texas,2,71,69860
2010,49,Utah,2,71,6438
2010,50,Vermont,2,71,2226
2010,51,Virginia,2,71,26043
2010,53,Washington,2,71,20668
2010,54,West Virginia,2,71,7941
2010,55,Wisconsin,2,71,19075
2010,56,Wyoming,2,71,1761
2010,1,Alabama,1,72,14603
2010,2,Alaska,1,72,1379
2010,4,Arizona,1,72,21093
2010,5,Arkansas,1,72,9523
2010,6,California,1,72,89839
2010,8,Colorado,1,72,12107
2010,9,Connecticut,1,72,9550
2010,10,Delaware,1,72,2957
2010,11,District of Columbia,1,72,1367
2010,12,Florida,1,72,73122
2010,13,Georgia,1,72,22763
2010,15,Hawaii,1,72,3858
2010,16,Idaho,1,72,4590
2010,17,Illinois,1,72,33450
2010,18,Indiana,1,72,18028
2010,19,Iowa,1,72,9217
2010,20,Kansas,1,72,7679
2010,21,Kentucky,1,72,13119
2010,22,Louisiana,1,72,12302
2010,23,Maine,1,72,4462
2010,24,Maryland,1,72,14612
2010,25,Massachusetts,1,72,17435
2010,26,Michigan,1,72,28566
2010,27,Minnesota,1,72,14419
2010,28,Mississippi,1,72,8673
2010,29,Missouri,1,72,17971
2010,30,Montana,1,72,3346
2010,31,Nebraska,1,72,5062
2010,32,Nevada,1,72,8312
2010,33,New Hampshire,1,72,3742
2010,34,New Jersey,1,72,23348
2010,35,New Mexico,1,72,6250
2010,36,New York,1,72,52408
2010,37,North Carolina,1,72,26771
2010,38,North Dakota,1,72,1962
2010,39,Ohio,1,72,34140
2010,40,Oklahoma,1,72,11302
2010,41,Oregon,1,72,11522
2010,42,Pennsylvania,1,72,39182
2010,44,Rhode Island,1,72,2809
2010,45,South Carolina,1,72,14250
2010,46,South Dakota,1,72,2334
2010,47,Tennessee,1,72,19160
2010,48,Texas,1,72,57533
2010,49,Utah,1,72,5655
2010,50,Vermont,1,72,1956
2010,51,Virginia,1,72,21506
2010,53,Washington,1,72,18204
2010,54,West Virginia,1,72,6956
2010,55,Wisconsin,1,72,16495
2010,56,Wyoming,1,72,1639
2010,1,Alabama,2,72,18099
2010,2,Alaska,2,72,1299
2010,4,Arizona,2,72,22885
2010,5,Arkansas,2,72,10975
2010,6,California,2,72,106966
2010,8,Colorado,2,72,13731
2010,9,Connecticut,2,72,11879
2010,10,Delaware,2,72,3423
2010,11,District of Columbia,2,72,1752
2010,12,Florida,2,72,83542
2010,13,Georgia,2,72,27746
2010,15,Hawaii,2,72,4460
2010,16,Idaho,2,72,4741
2010,17,Illinois,2,72,40954
2010,18,Indiana,2,72,21476
2010,19,Iowa,2,72,10898
2010,20,Kansas,2,72,9106
2010,21,Kentucky,2,72,15500
2010,22,Louisiana,2,72,15019
2010,23,Maine,2,72,5187
2010,24,Maryland,2,72,17889
2010,25,Massachusetts,2,72,21435
2010,26,Michigan,2,72,33379
2010,27,Minnesota,2,72,16272
2010,28,Mississippi,2,72,10546
2010,29,Missouri,2,72,21128
2010,30,Montana,2,72,3508
2010,31,Nebraska,2,72,5908
2010,32,Nevada,2,72,8473
2010,33,New Hampshire,2,72,4202
2010,34,New Jersey,2,72,29337
2010,35,New Mexico,2,72,7133
2010,36,New York,2,72,66464
2010,37,North Carolina,2,72,32623
2010,38,North Dakota,2,72,2236
2010,39,Ohio,2,72,41925
2010,40,Oklahoma,2,72,13120
2010,41,Oregon,2,72,12874
2010,42,Pennsylvania,2,72,47595
2010,44,Rhode Island,2,72,3505
2010,45,South Carolina,2,72,16771
2010,46,South Dakota,2,72,2731
2010,47,Tennessee,2,72,22660
2010,48,Texas,2,72,67987
2010,49,Utah,2,72,6261
2010,50,Vermont,2,72,2175
2010,51,Virginia,2,72,25208
2010,53,Washington,2,72,20038
2010,54,West Virginia,2,72,7781
2010,55,Wisconsin,2,72,18780
2010,56,Wyoming,2,72,1711
2010,1,Alabama,1,73,13404
2010,2,Alaska,1,73,1217
2010,4,Arizona,1,73,19472
2010,5,Arkansas,1,73,8750
2010,6,California,1,73,83190
2010,8,Colorado,1,73,11215
2010,9,Connecticut,1,73,8820
2010,10,Delaware,1,73,2610
2010,11,District of Columbia,1,73,1208
2010,12,Florida,1,73,68492
2010,13,Georgia,1,73,20858
2010,15,Hawaii,1,73,3524
2010,16,Idaho,1,73,4229
2010,17,Illinois,1,73,30634
2010,18,Indiana,1,73,16437
2010,19,Iowa,1,73,8863
2010,20,Kansas,1,73,7154
2010,21,Kentucky,1,73,11629
2010,22,Louisiana,1,73,11187
2010,23,Maine,1,73,4225
2010,24,Maryland,1,73,13444
2010,25,Massachusetts,1,73,16224
2010,26,Michigan,1,73,25807
2010,27,Minnesota,1,73,13263
2010,28,Mississippi,1,73,7813
2010,29,Missouri,1,73,16457
2010,30,Montana,1,73,3139
2010,31,Nebraska,1,73,4844
2010,32,Nevada,1,73,7364
2010,33,New Hampshire,1,73,3477
2010,34,New Jersey,1,73,21784
2010,35,New Mexico,1,73,5832
2010,36,New York,1,73,48845
2010,37,North Carolina,1,73,24508
2010,38,North Dakota,1,73,1863
2010,39,Ohio,1,73,31627
2010,40,Oklahoma,1,73,10408
2010,41,Oregon,1,73,10631
2010,42,Pennsylvania,1,73,36275
2010,44,Rhode Island,1,73,2553
2010,45,South Carolina,1,73,12874
2010,46,South Dakota,1,73,2275
2010,47,Tennessee,1,73,17114
2010,48,Texas,1,73,52981
2010,49,Utah,1,73,5185
2010,50,Vermont,1,73,1763
2010,51,Virginia,1,73,19579
2010,53,Washington,1,73,16533
2010,54,West Virginia,1,73,6227
2010,55,Wisconsin,1,73,15327
2010,56,Wyoming,1,73,1512
2010,1,Alabama,2,73,16719
2010,2,Alaska,2,73,1180
2010,4,Arizona,2,73,21152
2010,5,Arkansas,2,73,9940
2010,6,California,2,73,100626
2010,8,Colorado,2,73,12692
2010,9,Connecticut,2,73,11109
2010,10,Delaware,2,73,3099
2010,11,District of Columbia,2,73,1676
2010,12,Florida,2,73,78844
2010,13,Georgia,2,73,25587
2010,15,Hawaii,2,73,4170
2010,16,Idaho,2,73,4435
2010,17,Illinois,2,73,38073
2010,18,Indiana,2,73,19798
2010,19,Iowa,2,73,10373
2010,20,Kansas,2,73,8526
2010,21,Kentucky,2,73,14079
2010,22,Louisiana,2,73,13784
2010,23,Maine,2,73,4841
2010,24,Maryland,2,73,16402
2010,25,Massachusetts,2,73,20522
2010,26,Michigan,2,73,31488
2010,27,Minnesota,2,73,15593
2010,28,Mississippi,2,73,9703
2010,29,Missouri,2,73,19770
2010,30,Montana,2,73,3365
2010,31,Nebraska,2,73,5719
2010,32,Nevada,2,73,7908
2010,33,New Hampshire,2,73,3993
2010,34,New Jersey,2,73,27585
2010,35,New Mexico,2,73,6600
2010,36,New York,2,73,62477
2010,37,North Carolina,2,73,30531
2010,38,North Dakota,2,73,2218
2010,39,Ohio,2,73,38947
2010,40,Oklahoma,2,73,12112
2010,41,Oregon,2,73,11952
2010,42,Pennsylvania,2,73,45102
2010,44,Rhode Island,2,73,3369
2010,45,South Carolina,2,73,15630
2010,46,South Dakota,2,73,2668
2010,47,Tennessee,2,73,20951
2010,48,Texas,2,73,63515
2010,49,Utah,2,73,5943
2010,50,Vermont,2,73,2006
2010,51,Virginia,2,73,23440
2010,53,Washington,2,73,18633
2010,54,West Virginia,2,73,7398
2010,55,Wisconsin,2,73,17807
2010,56,Wyoming,2,73,1613
2010,1,Alabama,1,74,12915
2010,2,Alaska,1,74,1093
2010,4,Arizona,1,74,18430
2010,5,Arkansas,1,74,8454
2010,6,California,1,74,79117
2010,8,Colorado,1,74,10485
2010,9,Connecticut,1,74,8576
2010,10,Delaware,1,74,2478
2010,11,District of Columbia,1,74,1148
2010,12,Florida,1,74,65542
2010,13,Georgia,1,74,19564
2010,15,Hawaii,1,74,3326
2010,16,Idaho,1,74,3908
2010,17,Illinois,1,74,29357
2010,18,Indiana,1,74,15562
2010,19,Iowa,1,74,8520
2010,20,Kansas,1,74,6984
2010,21,Kentucky,1,74,11214
2010,22,Louisiana,1,74,10525
2010,23,Maine,1,74,4091
2010,24,Maryland,1,74,12732
2010,25,Massachusetts,1,74,15611
2010,26,Michigan,1,74,25280
2010,27,Minnesota,1,74,12622
2010,28,Mississippi,1,74,7444
2010,29,Missouri,1,74,16059
2010,30,Montana,1,74,2972
2010,31,Nebraska,1,74,4582
2010,32,Nevada,1,74,6959
2010,33,New Hampshire,1,74,3335
2010,34,New Jersey,1,74,20850
2010,35,New Mexico,1,74,5530
2010,36,New York,1,74,46339
2010,37,North Carolina,1,74,23851
2010,38,North Dakota,1,74,1792
2010,39,Ohio,1,74,30122
2010,40,Oklahoma,1,74,9969
2010,41,Oregon,1,74,9949
2010,42,Pennsylvania,1,74,34978
2010,44,Rhode Island,1,74,2470
2010,45,South Carolina,1,74,12301
2010,46,South Dakota,1,74,2342
2010,47,Tennessee,1,74,16554
2010,48,Texas,1,74,50525
2010,49,Utah,1,74,5016
2010,50,Vermont,1,74,1693
2010,51,Virginia,1,74,18252
2010,53,Washington,1,74,15495
2010,54,West Virginia,1,74,5849
2010,55,Wisconsin,1,74,14662
2010,56,Wyoming,1,74,1407
2010,1,Alabama,2,74,16256
2010,2,Alaska,2,74,1136
2010,4,Arizona,2,74,20248
2010,5,Arkansas,2,74,9905
2010,6,California,2,74,96761
2010,8,Colorado,2,74,12172
2010,9,Connecticut,2,74,10731
2010,10,Delaware,2,74,2986
2010,11,District of Columbia,2,74,1577
2010,12,Florida,2,74,75989
2010,13,Georgia,2,74,24985
2010,15,Hawaii,2,74,4074
2010,16,Idaho,2,74,4206
2010,17,Illinois,2,74,37134
2010,18,Indiana,2,74,19293
2010,19,Iowa,2,74,10345
2010,20,Kansas,2,74,8290
2010,21,Kentucky,2,74,13722
2010,22,Louisiana,2,74,13376
2010,23,Maine,2,74,4673
2010,24,Maryland,2,74,15779
2010,25,Massachusetts,2,74,19876
2010,26,Michigan,2,74,30690
2010,27,Minnesota,2,74,15025
2010,28,Mississippi,2,74,9488
2010,29,Missouri,2,74,19298
2010,30,Montana,2,74,3149
2010,31,Nebraska,2,74,5524
2010,32,Nevada,2,74,7308
2010,33,New Hampshire,2,74,3891
2010,34,New Jersey,2,74,26929
2010,35,New Mexico,2,74,6314
2010,36,New York,2,74,60721
2010,37,North Carolina,2,74,30022
2010,38,North Dakota,2,74,2196
2010,39,Ohio,2,74,37812
2010,40,Oklahoma,2,74,12001
2010,41,Oregon,2,74,11306
2010,42,Pennsylvania,2,74,44327
2010,44,Rhode Island,2,74,3265
2010,45,South Carolina,2,74,15176
2010,46,South Dakota,2,74,2572
2010,47,Tennessee,2,74,20755
2010,48,Texas,2,74,61911
2010,49,Utah,2,74,5765
2010,50,Vermont,2,74,1918
2010,51,Virginia,2,74,22632
2010,53,Washington,2,74,17645
2010,54,West Virginia,2,74,7100
2010,55,Wisconsin,2,74,17365
2010,56,Wyoming,2,74,1549
2010,1,Alabama,1,75,12258
2010,2,Alaska,1,75,1006
2010,4,Arizona,1,75,17589
2010,5,Arkansas,1,75,8031
2010,6,California,1,75,76117
2010,8,Colorado,1,75,9816
2010,9,Connecticut,1,75,8302
2010,10,Delaware,1,75,2451
2010,11,District of Columbia,1,75,1103
2010,12,Florida,1,75,62629
2010,13,Georgia,1,75,18357
2010,15,Hawaii,1,75,3256
2010,16,Idaho,1,75,3790
2010,17,Illinois,1,75,28027
2010,18,Indiana,1,75,14745
2010,19,Iowa,1,75,8045
2010,20,Kansas,1,75,6764
2010,21,Kentucky,1,75,10609
2010,22,Louisiana,1,75,10097
2010,23,Maine,1,75,3908
2010,24,Maryland,1,75,11970
2010,25,Massachusetts,1,75,15151
2010,26,Michigan,1,75,24144
2010,27,Minnesota,1,75,12113
2010,28,Mississippi,1,75,6970
2010,29,Missouri,1,75,15434
2010,30,Montana,1,75,2795
2010,31,Nebraska,1,75,4450
2010,32,Nevada,1,75,6578
2010,33,New Hampshire,1,75,3212
2010,34,New Jersey,1,75,19832
2010,35,New Mexico,1,75,5333
2010,36,New York,1,75,44658
2010,37,North Carolina,1,75,22665
2010,38,North Dakota,1,75,1788
2010,39,Ohio,1,75,28842
2010,40,Oklahoma,1,75,9752
2010,41,Oregon,1,75,9453
2010,42,Pennsylvania,1,75,33498
2010,44,Rhode Island,1,75,2419
2010,45,South Carolina,1,75,11935
2010,46,South Dakota,1,75,2136
2010,47,Tennessee,1,75,15586
2010,48,Texas,1,75,48764
2010,49,Utah,1,75,4824
2010,50,Vermont,1,75,1622
2010,51,Virginia,1,75,17400
2010,53,Washington,1,75,14685
2010,54,West Virginia,1,75,5605
2010,55,Wisconsin,1,75,13832
2010,56,Wyoming,1,75,1318
2010,1,Alabama,2,75,15919
2010,2,Alaska,2,75,1093
2010,4,Arizona,2,75,19433
2010,5,Arkansas,2,75,9805
2010,6,California,2,75,94732
2010,8,Colorado,2,75,11806
2010,9,Connecticut,2,75,10815
2010,10,Delaware,2,75,2935
2010,11,District of Columbia,2,75,1531
2010,12,Florida,2,75,73882
2010,13,Georgia,2,75,24336
2010,15,Hawaii,2,75,4078
2010,16,Idaho,2,75,4092
2010,17,Illinois,2,75,35923
2010,18,Indiana,2,75,18945
2010,19,Iowa,2,75,10114
2010,20,Kansas,2,75,8249
2010,21,Kentucky,2,75,13414
2010,22,Louisiana,2,75,13120
2010,23,Maine,2,75,4634
2010,24,Maryland,2,75,15594
2010,25,Massachusetts,2,75,19574
2010,26,Michigan,2,75,29898
2010,27,Minnesota,2,75,14401
2010,28,Mississippi,2,75,9231
2010,29,Missouri,2,75,19120
2010,30,Montana,2,75,2951
2010,31,Nebraska,2,75,5521
2010,32,Nevada,2,75,6973
2010,33,New Hampshire,2,75,3780
2010,34,New Jersey,2,75,26350
2010,35,New Mexico,2,75,6216
2010,36,New York,2,75,59194
2010,37,North Carolina,2,75,29260
2010,38,North Dakota,2,75,2144
2010,39,Ohio,2,75,37177
2010,40,Oklahoma,2,75,12006
2010,41,Oregon,2,75,10907
2010,42,Pennsylvania,2,75,43914
2010,44,Rhode Island,2,75,3150
2010,45,South Carolina,2,75,14625
2010,46,South Dakota,2,75,2489
2010,47,Tennessee,2,75,20083
2010,48,Texas,2,75,60822
2010,49,Utah,2,75,5631
2010,50,Vermont,2,75,1889
2010,51,Virginia,2,75,21897
2010,53,Washington,2,75,17208
2010,54,West Virginia,2,75,7020
2010,55,Wisconsin,2,75,16815
2010,56,Wyoming,2,75,1519
2010,1,Alabama,1,76,10942
2010,2,Alaska,1,76,900
2010,4,Arizona,1,76,15704
2010,5,Arkansas,1,76,7188
2010,6,California,1,76,69069
2010,8,Colorado,1,76,9001
2010,9,Connecticut,1,76,7537
2010,10,Delaware,1,76,2173
2010,11,District of Columbia,1,76,976
2010,12,Florida,1,76,56998
2010,13,Georgia,1,76,16232
2010,15,Hawaii,1,76,3087
2010,16,Idaho,1,76,3309
2010,17,Illinois,1,76,25045
2010,18,Indiana,1,76,13289
2010,19,Iowa,1,76,7239
2010,20,Kansas,1,76,6103
2010,21,Kentucky,1,76,9442
2010,22,Louisiana,1,76,8959
2010,23,Maine,1,76,3549
2010,24,Maryland,1,76,10845
2010,25,Massachusetts,1,76,13856
2010,26,Michigan,1,76,21159
2010,27,Minnesota,1,76,11146
2010,28,Mississippi,1,76,5956
2010,29,Missouri,1,76,14014
2010,30,Montana,1,76,2483
2010,31,Nebraska,1,76,4107
2010,32,Nevada,1,76,5814
2010,33,New Hampshire,1,76,2966
2010,34,New Jersey,1,76,18218
2010,35,New Mexico,1,76,4773
2010,36,New York,1,76,40769
2010,37,North Carolina,1,76,20053
2010,38,North Dakota,1,76,1602
2010,39,Ohio,1,76,25639
2010,40,Oklahoma,1,76,8708
2010,41,Oregon,1,76,8471
2010,42,Pennsylvania,1,76,30566
2010,44,Rhode Island,1,76,2314
2010,45,South Carolina,1,76,10504
2010,46,South Dakota,1,76,1948
2010,47,Tennessee,1,76,13792
2010,48,Texas,1,76,43831
2010,49,Utah,1,76,4372
2010,50,Vermont,1,76,1498
2010,51,Virginia,1,76,15623
2010,53,Washington,1,76,13324
2010,54,West Virginia,1,76,4792
2010,55,Wisconsin,1,76,12483
2010,56,Wyoming,1,76,1183
2010,1,Alabama,2,76,14422
2010,2,Alaska,2,76,975
2010,4,Arizona,2,76,17475
2010,5,Arkansas,2,76,9001
2010,6,California,2,76,87032
2010,8,Colorado,2,76,10794
2010,9,Connecticut,2,76,10113
2010,10,Delaware,2,76,2632
2010,11,District of Columbia,2,76,1472
2010,12,Florida,2,76,67101
2010,13,Georgia,2,76,21698
2010,15,Hawaii,2,76,3727
2010,16,Idaho,2,76,3713
2010,17,Illinois,2,76,33003
2010,18,Indiana,2,76,17261
2010,19,Iowa,2,76,9244
2010,20,Kansas,2,76,7802
2010,21,Kentucky,2,76,12386
2010,22,Louisiana,2,76,11928
2010,23,Maine,2,76,4318
2010,24,Maryland,2,76,14323
2010,25,Massachusetts,2,76,18312
2010,26,Michigan,2,76,27350
